채용공고고유번호,기업정보URL,기업명,채용공고제목,업종직종정보명,경력조건정보명,경력년수정보명,경력년수,급여유형정보명,급여수준정보명,급여수준명,연봉면접결정여부,학력제한정보명,해당채용공고키워드명,상세내용,접수방법정보명,근무형태명,모집인원명,채용직급직책명,근무지역명,서류접수마감일자,잡코리아채용공고URL,잡코리아채용공고QR코드내용,채용공고등록일자,채용공고최종수정일자,조회수,공유수,사업자등록번호,등록저장일시,수정저장일시,사용여부,삭제여부,데이터기준일자
36914786,http://www.jobkorea.co.kr/Recruit/Co_Read/C/super0806?Oem_Code=C900&api=232,㈜디에스,남성쇼핑몰 슈퍼스타아이 CS팀 구인공고,,관계없음,,0,회사 내규에 따름,,0;0,Y,고졸,쇼핑몰;고객상담;고객응대;고객지원;인바운드TM;인터넷쇼핑몰;콜센터;홈쇼핑업체;CS;의류,,잡코리아 온라인 접수; E-메일 입사지원,정규직,○○,사원급     ,의정부시   ,2021-03-09,http://www.jobkorea.co.kr/Recruit/GI_Read/33396543?Oem_Code=C900&api=232,,2020-12-09,2021-02-02,0,0,206-**-*****,2021-02-03 02:00,2021-02-03 02:00,Y,N,2021-02-03
36930008,http://www.jobkorea.co.kr/Recruit/Co_Read/C/oilpress01?Oem_Code=C900&api=232,내쇼날엔지니어링㈜,생산부 기계 조립 분야 직원 모집합니다. (경력1년이상),,경력,1년 이상,1,연봉,2800만원 ~ 3300만원,2800;3300,Y,학력무관,기계;기계설계;기계조립;자동화설비,,잡코리아 온라인 접수,정규직,○○,사원급; 팀원,고양시 일산서구,2021-02-09,http://www.jobkorea.co.kr/Recruit/GI_Read/33413737?Oem_Code=C900&api=232,,2020-12-11,2021-02-02,0,0,128-**-*****,2021-02-03 02:00,2021-02-03 02:00,Y,N,2021-02-03
36930203,http://www.jobkorea.co.kr/Recruit/Co_Read/C/senfccokr?Oem_Code=C900&api=232,에스이엔에프씨,사업 확장에 따른 디자인팀 경력직 구인합니다.,,경력,1년 이상,1,회사 내규에 따름,,0;0,Y,고졸,메뉴기획;음식료;일식당;프랜차이즈;한식당;광고관리;브랜드;이벤트;프로모션;홍보기획;일러스트레이터;포토샵;잡화디자인;제품디자인;포장디자인;POP디자인;Sign디자인,,잡코리아 온라인 접수,정규직,○○,사원급; 주임~대리급; 과장~차장급; 면접 후 결정; 팀원; 팀장/매니저/실장,하남시     ,2021-02-12,http://www.jobkorea.co.kr/Recruit/GI_Read/33413944?Oem_Code=C900&api=232,,2020-12-11,2021-02-02,0,0,416-**-*****,2021-02-03 02:00,2021-02-03 02:00,Y,N,2021-02-03
36931338,http://www.jobkorea.co.kr/Recruit/Co_Read/C/oilpress01?Oem_Code=C900&api=232,내쇼날엔지니어링㈜,생산부 기계 설계 경력사원 모집합니다.,,경력,1년 이상,1,연봉,2800만원 ~ 4000만원,2800;4000,Y,학력무관,기계;기계설계;기계조립;자동화설비;2D,,잡코리아 온라인 접수,정규직,○○,사원급; 팀원,고양시 일산서구,2021-02-09,http://www.jobkorea.co.kr/Recruit/GI_Read/33415212?Oem_Code=C900&api=232,,2020-12-11,2021-02-02,0,0,128-**-*****,2021-02-03 02:00,2021-02-03 02:00,Y,N,2021-02-03
36937126,http://www.jobkorea.co.kr/Recruit/Co_Read/C/songhyobin1?Oem_Code=C900&api=232,프라임퀄리티,쇼핑몰 MD / 온라인 마케팅 각 부문 채용,,신입/경력,1년 이상,1,월급,230만원 ~ 270만원,230;270,Y,학력무관,유통;광고기획;마케팅기획;바이럴마케팅;소셜미디어;광고관리;프로모션;홍보;홍보기획;SNS운영;상품기획,,잡코리아 온라인 접수,정규직; 계약직,4,사원급; 주임~대리급; 팀원; 팀장/매니저/실장,고양시 일산동구; 고양시 덕양구; 고양시 일산서구; 파주시; 서울특별시 전지역; 서대문구; 강남구; 서초구; 마포구; 용산구; 강서구; 영등포구; 은평구; 김포시; 경기도 전지역,2021-03-13,http://www.jobkorea.co.kr/Recruit/GI_Read/33422185?Oem_Code=C900&api=232,,2020-12-13,2021-01-31,0,0,190-**-*****,2021-02-01 02:00,2021-02-02 02:00,Y,Y,2021-02-01
36952337,http://www.jobkorea.co.kr/Recruit/Co_Read/C/ssgcompany?Oem_Code=C900&api=232,신세계컴퍼니,[신세계아웃소싱] 인천지점(주안/간석/선학) 거래처관리직 모집,,관계없음,,0,월급,230만원,230;0,N,학력무관,아웃소싱;문서작성;사무보조;거래처관리;고객관리;영업관리;영업지원;고객응대,,잡코리아 온라인 접수,정규직,○○,,남구; 김포시,2021-03-15,http://www.jobkorea.co.kr/Recruit/GI_Read/33439146?Oem_Code=C900&api=232,,2020-12-15,2021-02-01,0,0,655-**-*****,2021-02-02 02:00,2021-02-03 02:00,Y,Y,2021-02-02
36962864,http://www.jobkorea.co.kr/Recruit/Co_Read/C/nnlab2?Oem_Code=C900&api=232,주식회사 닥터스랩,[자연지애] 온라인영업MD - 종합몰/오픈마켓/소셜 온라인 영업; 건강식품; 건강기능식품.,,신입/경력,3년 이상,3,회사 내규에 따름,,0;0,Y,대졸(2~3년),상품기획;소셜커머스;쇼핑몰;오픈마켓;식품MD;온라인MD;거래처관리;매출관리;영업관리;영업기획;영업지원,,잡코리아 온라인 접수,정규직,○,주임~대리급; 팀원,경기도 전지역; 서울특별시 전지역; 서초구; 송파구; 성동구; 관악구,2021-02-28,http://www.jobkorea.co.kr/Recruit/GI_Read/33450873?Oem_Code=C900&api=232,,2020-12-16,2021-02-01,0,0,222-**-*****,2021-02-02 02:00,2021-02-03 02:00,Y,Y,2021-02-02
36984614,http://www.jobkorea.co.kr/Recruit/Co_Read/C/fnsi?Oem_Code=C900&api=232,에프엔에스,반도체 부품 및 장비 배송 직원 모집,,관계없음,,0,회사 내규에 따름,,0;0,Y,고졸,반도체;반도체장비;납품;물류;물류관리;납품관리;영업관리,,잡코리아 온라인 접수,정규직,○,사원급; 주임~대리급,용인시 기흥구,2021-03-20,http://www.jobkorea.co.kr/Recruit/GI_Read/33476001?Oem_Code=C900&api=232,,2020-12-20,2021-02-02,0,0,129-**-*****,2021-02-03 02:00,2021-02-03 02:00,Y,N,2021-02-03
36985234,http://www.jobkorea.co.kr/Recruit/Co_Read/C/phw7330?Oem_Code=C900&api=232,삼성생명보험㈜,삼성생명 기업재무컨설턴트(GFC)채용,,신입/경력,1년 이상,1,회사 내규에 따름,,0;0,N,고졸,금융;보험영업;생명보험;개인고객영업;금융영업;금융자산관리사;보험설계,,잡코리아 온라인 접수; E-메일 입사지원; 방문접수; FAX 접수,위촉직/개인사업자,7,,세종특별자치시 전지역; 강원도 전지역; 경기도 전지역; 광주광역시; 대구광역시 전지역; 대전광역시 전지역; 부산광역시 전지역; 서울특별시 전지역; 울산광역시 전지역; 인천광역시 전지역; 전라남도 전지역; 전라북도 전지역; 전주시 완산구; 제주도 전지역; 충청남도 전지역,2070-01-01,http://www.jobkorea.co.kr/Recruit/GI_Read/33476720?Oem_Code=C900&api=232,,2020-12-21,2021-02-01,0,0,104-**-*****,2021-02-02 02:00,2021-02-03 02:00,Y,Y,2021-02-02
36987159,http://www.jobkorea.co.kr/Recruit/Co_Read/C/hsc9505?Oem_Code=C900&api=232,에이치에스씨,단순 생산; 조립; 제조,,관계없음,,0,회사 내규에 따름,,0;0,N,고졸,생산직;제조;조립,,잡코리아 온라인 접수; E-메일 입사지원,정규직,2,사원급     ,용인시 수지구,2021-03-21,http://www.jobkorea.co.kr/Recruit/GI_Read/33478902?Oem_Code=C900&api=232,,2020-12-21,2021-02-02,0,0,129-**-*****,2021-02-03 02:01,2021-02-03 02:01,Y,N,2021-02-03
