채용공고고유번호,기업정보URL,기업명,채용공고제목,업종직종정보명,경력조건정보명,경력년수정보명,경력년수,급여유형정보명,급여수준정보명,급여수준명,연봉면접결정여부,학력제한정보명,해당채용공고키워드명,상세내용,접수방법정보명,근무형태명,모집인원명,채용직급직책명,근무지역명,서류접수마감일자,잡코리아채용공고URL,잡코리아채용공고QR코드내용,채용공고등록일자,채용공고최종수정일자,조회수,공유수,사업자등록번호,등록저장일시,수정저장일시,사용여부,삭제여부,데이터기준일자
34152316,http://www.jobkorea.co.kr/Recruit/Co_Read/C/jjjjjj1658?Oem_Code=C900&api=232,J R&D,(월250이상/정규직) 사무보조/인사경리/SNS관리 각부서별 채용,,신입/경력,1년 이상,1,월급,240만원 ~ 500만원,240;500,Y,학력무관,부동산개발;부동산관리;토지개발;더존;문서관리;문서작성;사무보조;4대보험;경리;경영지원;급여관리;전표입력;광고기획;마케팅;마케팅기획;시장분석;판촉,,잡코리아 온라인 접수,정규직,○○,,성동구; 영등포구; 종로구; 노원구; 서울특별시 전지역; 남양주시,2020-01-19,http://www.jobkorea.co.kr/Recruit/GI_Read/30309807?Oem_Code=C900&api=232,,2019-11-20,2020-01-16,0,0,312-**-*****,2019-11-21 02:00,2020-01-17 02:04,Y,N,2019-11-21
