분석인덱스,수집년월,키워드명,단어빈도,단어중요도,연결정도중심성,매개중심성
3813,2020-07,원두,2,0.0216,0.0031,0.0
3814,2020-07,학원비,2,0.0253,0.0031,0.0
3815,2020-07,감자튀김,1,0.0208,0.0031,0.0
3816,2020-07,직불,1,0.0159,0.0031,0.0
3817,2020-07,아보카도,1,0.0182,0.0031,0.0
3818,2020-07,식품,1,0.0204,0.0031,0.0
3819,2020-07,스무디,1,0.0312,0.0031,0.0
3820,2020-07,튤립,1,0.0208,0.0031,0.0
3821,2020-07,크림치즈,1,0.0238,0.0031,0.0
3822,2020-07,농산물,1,0.0238,0.0062,1.0E-4
3823,2020-07,도넛,1,0.0244,0.0062,0.0059
3824,2020-07,렌탈,1,0.0263,0.0062,4.0E-4
3825,2020-07,불닭,1,0.0238,0.0031,0.0
3826,2020-07,침구,1,0.0227,0.0031,0.0
3827,2020-07,당근,1,0.0204,0.0031,0.0
3828,2020-07,보일러,1,0.0217,0.0031,0.0
3829,2020-08,지역화폐,4290,0.0282,0.2642,0.4089
3830,2020-08,지급,1163,0.0318,0.0503,0.0117
3831,2020-08,재난지원금,853,0.0254,0.1006,0.0416
3832,2020-08,카드,666,0.0303,0.1101,0.0366
3833,2020-08,수원페이,595,0.0285,0.0975,0.0944
3834,2020-08,차,581,0.0315,0.0472,0.0253
3835,2020-08,전자담배,532,0.1194,0.0031,0.0
3836,2020-08,게,527,0.0229,0.0503,0.0578
3837,2020-08,결제,411,0.0243,0.0723,0.0477
3838,2020-08,배달,407,0.0354,0.0346,0.0222
3839,2020-08,할인,397,0.0285,0.0629,0.0722
3840,2020-08,재난기본소득,393,0.0264,0.0503,0.0028
3841,2020-08,부천페이,386,0.027,0.1006,0.0824
3842,2020-08,신청,324,0.0305,0.066,0.0127
3843,2020-08,애플리케이션,321,0.033,0.022,0.0085
3844,2020-08,긴급재난지원금,243,0.0276,0.0409,0.0034
3845,2020-08,타이어,236,0.056,0.0157,0.006
3846,2020-08,안경,219,0.0391,0.022,0.002
3847,2020-08,다온,199,0.0287,0.0409,0.0101
3848,2020-08,상품권,183,0.0254,0.0409,0.0142
3849,2020-08,지원금,178,0.0244,0.0503,0.0126
3850,2020-08,인센티브,161,0.0283,0.0409,0.0087
3851,2020-08,구매,160,0.0238,0.044,0.055
3852,2020-08,충전,148,0.0259,0.0503,0.0205
3853,2020-08,회,132,0.0271,0.022,0.0182
3854,2020-08,교통비,128,0.0414,0.022,0.0015
3855,2020-08,온누리상품권,128,0.03,0.0314,0.0011
3856,2020-08,수업,127,0.0564,0.0346,0.0492
3857,2020-08,소멸,122,0.0187,0.0189,0.0066
3858,2020-08,아이돌봄카드,119,0.0261,0.0314,6.0E-4
3859,2020-08,갈비,116,0.0432,0.022,0.0507
3860,2020-08,렌즈,114,0.0348,0.0094,9.0E-4
3861,2020-08,자전거,112,0.0599,0.0094,0.0159
3862,2020-08,제로페이,111,0.0247,0.0189,3.0E-4
3863,2020-08,페이,111,0.0254,0.0283,0.0024
3864,2020-08,쿠폰,91,0.0256,0.0283,0.0073
3865,2020-08,포장,87,0.0231,0.0252,0.0188
3866,2020-08,돌봄,84,0.0235,0.0189,1.0E-4
3867,2020-08,산후조리비,82,0.0305,0.0063,0.0
3868,2020-08,카드형,81,0.0229,0.0126,4.0E-4
3869,2020-08,데이트,81,0.0472,0.0031,0.0
3870,2020-08,운동,78,0.0504,0.0126,9.0E-4
3871,2020-08,닭갈비,78,0.0491,0.0314,0.0174
3872,2020-08,교육,78,0.0393,0.0094,7.0E-4
3873,2020-08,가지,74,0.0216,0.0063,1.0E-4
3874,2020-08,고기,73,0.0289,0.0126,0.0165
3875,2020-08,헬스,72,0.0797,0.0063,0.0
3876,2020-08,필라테스,71,0.057,0.0094,0.0
3877,2020-08,배,70,0.0299,0.0031,0.0
3878,2020-08,컴퓨터,67,0.0566,0.0094,0.0054
3879,2020-08,의정부사랑카드,65,0.0455,0.0126,0.0
3880,2020-08,헤어,65,0.0306,0.0031,0.0
3881,2020-08,이불,65,0.1763,0.0189,0.0159
3882,2020-08,포천사랑상품권,60,0.0284,0.0031,0.0
3883,2020-08,치킨,60,0.0357,0.0283,0.0352
3884,2020-08,돌봄포인트,59,0.0243,0.0157,0.0
3885,2020-08,속눈썹,58,0.0545,0.0189,0.0126
3886,2020-08,꽃,56,0.042,0.022,0.0088
3887,2020-08,반찬,56,0.0289,0.0094,8.0E-4
3888,2020-08,발급,55,0.0239,0.0252,4.0E-4
3889,2020-08,매트리스,54,0.041,0.0031,0.0
3890,2020-08,왁싱,54,0.0571,0.0063,0.0053
3891,2020-08,고양페이,54,0.0268,0.0157,0.0054
3892,2020-08,아동돌봄쿠폰,53,0.0297,0.0283,5.0E-4
3893,2020-08,비타민,53,0.0276,0.0031,0.0
3894,2020-08,꿀,52,0.0267,0.0252,0.0453
3895,2020-08,피자,49,0.0578,0.0094,0.0
3896,2020-08,침대,49,0.0394,0.0126,0.0123
3897,2020-08,피아노,49,0.0997,0.0063,4.0E-4
3898,2020-08,레슨,49,0.0473,0.0252,0.0292
3899,2020-08,생활,48,0.0241,0.0283,0.0403
3900,2020-08,시루,47,0.0259,0.0252,0.0072
3901,2020-08,살롱,46,0.0348,0.0031,0.0
3902,2020-08,네일아트,46,0.0536,0.0126,0.0016
3903,2020-08,결재,44,0.0234,0.0252,0.003
3904,2020-08,안산화폐,44,0.0274,0.0063,0.0
3905,2020-08,커튼,43,0.0532,0.0094,0.0
3906,2020-08,한우,42,0.0447,0.0094,0.0246
3907,2020-08,파주페이,41,0.0388,0.0094,1.0E-4
3908,2020-08,선불카드,41,0.0266,0.0377,0.0019
3909,2020-08,체크카드,41,0.0403,0.0157,1.0E-4
3910,2020-08,뷰티,40,0.0281,0.0031,0.0
3911,2020-08,곱창,40,0.0403,0.0157,0.0267
3912,2020-08,ThankYouPayN,39,0.0285,0.0094,1.0E-4
3913,2020-08,커피,38,0.0312,0.0157,3.0E-4
3914,2020-08,문화누리카드,37,0.0251,0.0063,0.0
3915,2020-08,파스타,36,0.0373,0.0126,0.0107
3916,2020-08,라면,35,0.0207,0.0031,0.0
3917,2020-08,편리,35,0.0183,0.0031,0.0
3918,2020-08,블라인드,34,0.0464,0.0063,0.0
3919,2020-08,용인와이페이,34,0.0261,0.0094,0.0
3920,2020-08,플라워,33,0.037,0.0126,0.0019
3921,2020-08,엔진오일,33,0.0382,0.0031,0.0
3922,2020-08,성남사랑상품권,33,0.0261,0.0157,5.0E-4
3923,2020-08,치료,32,0.0225,0.0031,0.0
3924,2020-08,통닭,32,0.0492,0.0189,0.0094
3925,2020-08,선글라스,31,0.0244,0.0063,1.0E-4
3926,2020-08,족발,31,0.0521,0.0094,0.007
3927,2020-08,케이크,31,0.0417,0.0252,0.0294
3928,2020-08,과일,30,0.032,0.0031,0.0
3929,2020-08,부평,30,0.061,0.022,0.012
3930,2020-08,한정식,30,0.032,0.0031,0.0
3931,2020-08,평택사랑상품권,30,0.0239,0.0031,0.0
3932,2020-08,블랙박스,30,0.0281,0.0094,0.0
3933,2020-08,누룽지,30,0.0422,0.0094,0.0186
3934,2020-08,인테리어,29,0.0216,0.0031,0.0
3935,2020-08,피부,29,0.0279,0.0031,0.0
3936,2020-08,초밥,29,0.044,0.0063,2.0E-4
3937,2020-08,짬뽕,29,0.0565,0.0031,0.0
3938,2020-08,소고기,29,0.0481,0.0031,0.0
3939,2020-08,취미,28,0.0312,0.0189,0.0065
3940,2020-08,유모차,28,0.0229,0.0031,0.0
3941,2020-08,온누리,28,0.032,0.0094,0.0
3942,2020-08,상품,28,0.0274,0.0031,0.0
3943,2020-08,청년기본소득,28,0.041,0.0063,0.0
3944,2020-08,쌀,27,0.0289,0.0094,0.008
3945,2020-08,캠핑,27,0.0405,0.0031,0.0
3946,2020-08,환급,27,0.0274,0.0063,0.0
3947,2020-08,현미,27,0.0409,0.0063,3.0E-4
3948,2020-08,신용카드,27,0.0244,0.0189,1.0E-4
3949,2020-08,선물,26,0.022,0.0126,0.0038
3950,2020-08,불편,26,0.0223,0.0031,0.0
3951,2020-08,참치,25,0.0594,0.0031,0.0
3952,2020-08,킥보드,25,0.024,0.0063,0.0053
3953,2020-08,떡,25,0.0497,0.0063,0.0053
3954,2020-08,간장게장,25,0.0563,0.0094,0.0
3955,2020-08,무한리필,25,0.0254,0.022,0.0195
3956,2020-08,콘택트렌즈,24,0.0273,0.0031,0.0
3957,2020-08,요가,24,0.0322,0.0031,0.0
3958,2020-08,식사,23,0.0213,0.0094,0.0242
3959,2020-08,다온카드,23,0.0276,0.0063,1.0E-4
3960,2020-08,PT,23,0.044,0.0094,0.0159
3961,2020-08,하머니,22,0.0236,0.0126,0.0014
3962,2020-08,떡볶이,22,0.0419,0.0094,0.0023
3963,2020-08,삼겹살,22,0.0315,0.0063,0.0092
3964,2020-08,이유식,21,0.0309,0.0063,1.0E-4
3965,2020-08,염색,21,0.0285,0.0063,0.0053
3966,2020-08,파,21,0.025,0.0094,0.0053
3967,2020-08,LED,21,0.0387,0.0031,0.0
3968,2020-08,닭강정,19,0.0735,0.0094,0.003
3969,2020-08,빵,19,0.0353,0.0031,0.0
3970,2020-08,커플링,19,0.0403,0.0031,0.0
3971,2020-08,닭,18,0.0348,0.0063,0.0
3972,2020-08,행복화성지역화폐,18,0.0231,0.0094,0.0
3973,2020-08,반려견,18,0.0318,0.0031,0.0
3974,2020-08,포도,18,0.0244,0.0094,0.0115
3975,2020-08,쭈꾸미,18,0.0408,0.0094,0.0019
3976,2020-08,꽃다발,18,0.0291,0.0063,0.0
3977,2020-08,아이스크림,18,0.034,0.0126,0.0108
3978,2020-08,의자,18,0.0731,0.0094,0.0107
3979,2020-08,회식,18,0.0252,0.0094,4.0E-4
3980,2020-08,영양제,17,0.0194,0.0031,0.0
3981,2020-08,지류형,17,0.0236,0.0094,0.0
3982,2020-08,군포애머니,17,0.0306,0.0063,0.0
3983,2020-08,지류,17,0.0256,0.0157,1.0E-4
3984,2020-08,불고기,17,0.0318,0.0063,0.0053
3985,2020-08,식탁,17,0.0377,0.0031,0.0
3986,2020-08,음식,17,0.0207,0.0031,0.0
3987,2020-08,공예,17,0.0443,0.0126,0.0038
3988,2020-08,야구,17,0.1063,0.0031,0.0
3989,2020-08,옷,16,0.0265,0.0189,0.0214
3990,2020-08,부대찌개,16,0.0619,0.0063,0.0016
3991,2020-08,소파,16,0.0281,0.0063,0.0
3992,2020-08,김,16,0.0256,0.0063,0.0053
3993,2020-08,가맹,16,0.0247,0.0063,0.0
3994,2020-08,선불,16,0.0308,0.0094,1.0E-4
3995,2020-08,쥬얼리,15,0.0386,0.0063,0.0014
3996,2020-08,빵집,15,0.0362,0.0031,0.0
3997,2020-08,아동수당,15,0.0288,0.0126,0.0053
3998,2020-08,디저트,14,0.0264,0.0094,0.0107
3999,2020-08,소곱창,13,0.024,0.0063,5.0E-4
4000,2020-08,꽈배기,13,0.043,0.0031,0.0
4001,2020-08,전골,13,0.0236,0.0063,0.0106
4002,2020-08,아동복,12,0.039,0.0063,0.001
4003,2020-08,테이크아웃,12,0.0239,0.0126,0.0026
4004,2020-08,와플,12,0.039,0.0031,0.0
4005,2020-08,요리,12,0.0225,0.0031,0.0
4006,2020-08,게임,12,0.0322,0.0031,0.0
4007,2020-08,안양사랑페이,12,0.0256,0.0126,8.0E-4
4008,2020-08,골프,12,0.0324,0.0031,0.0
4009,2020-08,보쌈,11,0.0375,0.0063,4.0E-4
4010,2020-08,쥬스,11,0.0365,0.0031,0.0
4011,2020-08,생활안정지원금,11,0.0204,0.0031,0.0
4012,2020-08,바우처,11,0.0227,0.0063,3.0E-4
4013,2020-08,돼지,11,0.0264,0.0031,0.0
4014,2020-08,마사지,11,0.0277,0.0031,0.0
4015,2020-08,맥주,11,0.0409,0.0063,0.0016
4016,2020-08,안경테,11,0.026,0.0031,0.0
4017,2020-08,미술,11,0.0435,0.0094,6.0E-4
4018,2020-08,광주사랑카드,11,0.036,0.0063,0.0
4019,2020-08,여행,10,0.0231,0.0031,0.0
4020,2020-08,청년수당,10,0.0308,0.0031,0.0
4021,2020-08,손뜨개,10,0.0392,0.0063,0.0026
4022,2020-08,메론,10,0.0187,0.0063,7.0E-4
4023,2020-08,악기,10,0.0292,0.0031,0.0
4024,2020-08,칼국수,10,0.0378,0.0063,0.0
4025,2020-08,웨딩,10,0.0254,0.0031,0.0
4026,2020-08,먹거리,10,0.0346,0.0031,0.0
4027,2020-08,미용,10,0.0258,0.0031,0.0
4028,2020-08,휴대폰,9,0.0213,0.0031,0.0
4029,2020-08,막창,9,0.0362,0.0031,0.0
4030,2020-08,매운탕,9,0.0692,0.0094,0.0107
4031,2020-08,스포츠,9,0.0232,0.0031,0.0
4032,2020-08,코다리,9,0.0278,0.0031,0.0
4033,2020-08,조개,9,0.0624,0.0126,0.0053
4034,2020-08,카메라,8,0.0274,0.0031,0.0
4035,2020-08,쇼핑,8,0.0222,0.0063,0.0053
4036,2020-08,경기지역화폐,8,0.0249,0.0063,0.0
4037,2020-08,교통카드,8,0.0268,0.0031,0.0
4038,2020-08,능이버섯,8,0.0909,0.0094,0.0
4039,2020-08,우유,8,0.0253,0.0063,0.0
4040,2020-08,자장면,8,0.0469,0.0031,0.0
4041,2020-08,코나카드,7,0.0375,0.0094,0.0
4042,2020-08,사과,7,0.0223,0.0031,0.0
4043,2020-08,백숙,7,0.0392,0.0094,0.0107
4044,2020-08,통기타,7,0.0237,0.0031,0.0
4045,2020-08,경락,7,0.0288,0.0031,0.0
4046,2020-08,오리,7,0.0404,0.0031,0.0
4047,2020-08,치즈,7,0.0215,0.0063,0.0
4048,2020-08,가죽,7,0.0352,0.0126,0.0016
4049,2020-08,떡집,7,0.0516,0.0063,0.0
4050,2020-08,와인,7,0.0389,0.0031,0.0
4051,2020-08,냉면,6,0.0274,0.0031,0.0
4052,2020-08,페이백,6,0.025,0.0031,0.0
4053,2020-08,에어컨,6,0.0231,0.0031,0.0
4054,2020-08,인형,6,0.0227,0.0157,0.0065
4055,2020-08,수제비,6,0.0448,0.0031,0.0
4056,2020-08,야식,6,0.0236,0.0031,0.0
4057,2020-08,시흥화폐,6,0.0209,0.0031,0.0
4058,2020-08,우쿨렐레,6,0.0239,0.0063,0.0053
4059,2020-08,딸기,6,0.0278,0.0031,0.0
4060,2020-08,구리사랑카드,6,0.0266,0.0063,0.0
4061,2020-08,장난감,6,0.026,0.0063,9.0E-4
4062,2020-08,타르트,6,0.0263,0.0031,0.0
4063,2020-08,김치,6,0.0221,0.0094,0.0061
4064,2020-08,침구,5,0.0346,0.0063,0.0
4065,2020-08,옹기,5,0.0601,0.0031,0.0
4066,2020-08,라떼,5,0.0215,0.0031,0.0
4067,2020-08,풍선,5,0.0321,0.0031,0.0
4068,2020-08,카시트,5,0.0268,0.0063,0.0053
4069,2020-08,돌봄수당,5,0.0246,0.0031,0.0
4070,2020-08,발레,5,0.037,0.0063,0.0053
4071,2020-08,샤브샤브,5,0.0221,0.0031,0.0
4072,2020-08,돼지갈비,5,0.0263,0.0063,7.0E-4
4073,2020-08,간식,5,0.0207,0.0031,0.0
4074,2020-08,장어,5,0.0581,0.0031,0.0
4075,2020-08,여주사랑카드,5,0.0336,0.0063,0.0042
4076,2020-08,대창,5,0.0223,0.0031,0.0
4077,2020-08,이베리코,4,0.0213,0.0063,0.0
4078,2020-08,야채,4,0.0218,0.0031,0.0
4079,2020-08,마크라메,4,0.03,0.0063,0.0
4080,2020-08,망고,4,0.0322,0.0031,0.0
4081,2020-08,컵,4,0.029,0.0031,0.0
4082,2020-08,양주사랑카드,4,0.0247,0.0031,0.0
4083,2020-08,메기,4,0.093,0.0031,0.0
4084,2020-08,항아리,4,0.0222,0.0063,0.004
4085,2020-08,탕수육,4,0.0279,0.0031,0.0
4086,2020-08,삼계탕,4,0.0289,0.0031,0.0
4087,2020-08,다육식물,4,0.0297,0.0031,0.0
4088,2020-08,수박,4,0.0299,0.0063,0.0
4089,2020-08,돼지고기,4,0.035,0.0063,0.0053
4090,2020-08,블루베리,4,0.0236,0.0031,0.0
4091,2020-08,입장료,3,0.0239,0.0031,0.0
4092,2020-08,화분,3,0.0207,0.0031,0.0
4093,2020-08,오렌지,3,0.0247,0.0031,0.0
4094,2020-08,레저,3,0.0249,0.0031,0.0
4095,2020-08,교육비,3,0.0214,0.0031,0.0
4096,2020-08,코바늘,3,0.0336,0.0031,0.0
4097,2020-08,올리브,3,0.0315,0.0031,0.0
4098,2020-08,토마토,3,0.0234,0.0031,0.0
4099,2020-08,한약,3,0.0313,0.0031,0.0
4100,2020-08,계란,3,0.0231,0.0031,0.0
4101,2020-08,가방,3,0.0246,0.0063,0.0
4102,2020-08,낚시,3,0.0218,0.0031,0.0
4103,2020-08,우동,3,0.0588,0.0031,0.0
4104,2020-08,솜사탕,3,0.024,0.0063,0.0053
4105,2020-08,강아지,3,0.0211,0.0063,0.0053
4106,2020-08,동백전,3,0.0191,0.0031,0.0
4107,2020-08,생화,3,0.021,0.0031,0.0
4108,2020-08,증명사진,3,0.019,0.0031,0.0
4109,2020-08,렌탈,3,0.0318,0.0031,0.0
4110,2020-08,농산물,2,0.0215,0.0063,0.0
4111,2020-08,돌솥밥,2,0.0392,0.0031,0.0
4112,2020-08,쿠키,2,0.0221,0.0031,0.0
4113,2020-08,불닭,2,0.0426,0.0031,0.0
4114,2020-08,파전,2,0.0215,0.0031,0.0
4115,2020-08,쟁반국수,2,0.05,0.0031,0.0
4116,2020-08,마늘,2,0.0231,0.0094,0.0119
4117,2020-08,티켓,2,0.019,0.0031,0.0
4118,2020-08,학원비,2,0.0189,0.0031,0.0
4119,2020-08,키위,2,0.0242,0.0031,0.0
4120,2020-08,돌떡,2,0.0203,0.0031,0.0
4121,2020-08,레고,2,0.0238,0.0031,0.0
4122,2020-08,멜론,2,0.0268,0.0031,0.0
4123,2020-08,도시락,2,0.0239,0.0063,0.0
4124,2020-08,도넛,2,0.0426,0.0031,0.0
4125,2020-08,매실차,2,0.0392,0.0031,0.0
4126,2020-08,양육수당,2,0.0224,0.0031,0.0
4127,2020-08,수산물,2,0.0435,0.0031,0.0
4128,2020-08,오색전,2,0.0349,0.0031,0.0
4129,2020-08,메이크업,2,0.0231,0.0031,0.0
4130,2020-08,간장,1,0.027,0.0063,0.0
4131,2020-08,주유,1,0.025,0.0031,0.0
4132,2020-08,바지락,1,0.0263,0.0031,0.0
4133,2020-08,안성사랑카드,1,0.0213,0.0031,0.0
4134,2020-08,양평통보,1,0.02,0.0031,0.0
4135,2020-08,서울사랑상품권,1,0.0192,0.0063,0.0
4136,2020-08,머랭,1,0.0192,0.0031,0.0
4137,2020-08,빙수,1,0.0217,0.0031,0.0
4138,2020-08,콜라,1,0.0227,0.0031,0.0
4139,2020-08,만화,1,0.0227,0.0031,0.0
4140,2020-08,양말,1,0.027,0.0031,0.0
4141,2020-08,셔츠,1,0.0244,0.0031,0.0
4142,2020-08,배추김치,1,0.0213,0.0031,0.0
4143,2020-08,열무김치,1,0.0213,0.0031,0.0
4144,2020-08,푸딩,1,0.0222,0.0031,0.0
4145,2020-08,새우,1,0.0217,0.0031,0.0
4146,2020-08,카네이션,1,0.0238,0.0063,1.0E-4
4147,2020-08,김치볶음밥,1,0.0294,0.0031,0.0
4148,2020-09,지역화폐,9221,0.0324,0.2852,0.3576
4149,2020-09,지급,2480,0.0291,0.0738,0.0221
4150,2020-09,지원금,1170,0.0322,0.057,0.0091
4151,2020-09,인센티브,1147,0.0286,0.057,0.0039
4152,2020-09,재난지원금,1129,0.0261,0.0805,0.0312
4153,2020-09,카드,927,0.028,0.1174,0.044
4154,2020-09,차,778,0.0275,0.0638,0.0486
4155,2020-09,게,745,0.0224,0.0839,0.0871
4156,2020-09,수원페이,723,0.0336,0.0839,0.0678
4157,2020-09,신청,623,0.0319,0.0772,0.0372
4158,2020-09,충전,616,0.0256,0.0604,0.0066
4159,2020-09,결제,491,0.0247,0.0671,0.0113
4160,2020-09,부천페이,453,0.0284,0.1141,0.0991
4161,2020-09,배달,446,0.035,0.0604,0.1106
4162,2020-09,애플리케이션,427,0.0293,0.0369,0.0201
4163,2020-09,할인,388,0.0299,0.094,0.0909
4164,2020-09,회,372,0.0252,0.0235,0.0215
4165,2020-09,상품권,318,0.0246,0.047,0.0056
4166,2020-09,다온,259,0.0278,0.0503,0.0266
4167,2020-09,타이어,246,0.0485,0.0235,0.0144
4168,2020-09,구매,213,0.0235,0.0671,0.0795
4169,2020-09,재난기본소득,197,0.0236,0.0403,0.0014
4170,2020-09,산후조리비,196,0.0379,0.0168,5.0E-4
4171,2020-09,온누리상품권,174,0.0223,0.0268,6.0E-4
4172,2020-09,안경,172,0.0369,0.0201,0.0068
4173,2020-09,수업,168,0.0471,0.0336,0.064
4174,2020-09,긴급재난지원금,167,0.0324,0.0369,0.002
4175,2020-09,발급,151,0.0247,0.0403,0.0027
4176,2020-09,분식,151,0.0903,0.0134,0.002
4177,2020-09,자전거,141,0.0568,0.0101,0.0178
4178,2020-09,렌즈,140,0.0353,0.0101,8.0E-4
4179,2020-09,아이돌봄카드,133,0.0251,0.0336,5.0E-4
4180,2020-09,대창,132,0.0393,0.0168,3.0E-4
4181,2020-09,제로페이,126,0.0244,0.0201,2.0E-4
4182,2020-09,포장,125,0.0247,0.0403,0.0913
4183,2020-09,이불,123,0.2153,0.0201,0.0119
4184,2020-09,치킨,120,0.0581,0.0302,0.0308
4185,2020-09,교통비,119,0.045,0.0268,0.0125
4186,2020-09,카드형,118,0.0236,0.0268,0.0054
4187,2020-09,성남사랑상품권,116,0.027,0.0268,0.0015
4188,2020-09,가지,109,0.022,0.0134,2.0E-4
4189,2020-09,반찬,107,0.0339,0.0101,0.0042
4190,2020-09,배,107,0.0276,0.0034,0.0
4191,2020-09,한우,98,0.0365,0.0067,0.0108
4192,2020-09,교육,97,0.0277,0.0134,0.0119
4193,2020-09,자동차,94,0.0254,0.0034,0.0
4194,2020-09,안산화폐,89,0.0206,0.0034,0.0
4195,2020-09,페이,88,0.0242,0.0201,1.0E-4
4196,2020-09,선물,88,0.0256,0.0302,0.0326
4197,2020-09,아동돌봄쿠폰,85,0.0275,0.0201,2.0E-4
4198,2020-09,생활,84,0.02,0.0168,0.008
4199,2020-09,피부,83,0.0476,0.0034,0.0
4200,2020-09,곱창,81,0.0316,0.0268,0.0441
4201,2020-09,고양페이,80,0.0277,0.0369,0.0068
4202,2020-09,누룽지,80,0.0376,0.0067,0.0119
4203,2020-09,현미,79,0.0379,0.0067,0.006
4204,2020-09,돌봄,78,0.0229,0.0268,0.0067
4205,2020-09,불고기,75,0.0276,0.0101,0.007
4206,2020-09,시루,75,0.0349,0.0268,3.0E-4
4207,2020-09,비타민,71,0.0235,0.0034,0.0
4208,2020-09,전자담배,70,0.064,0.0067,0.0
4209,2020-09,침대,69,0.0462,0.0101,0.0032
4210,2020-09,택배,69,0.0229,0.0034,0.0
4211,2020-09,헤어,69,0.0429,0.0034,0.0
4212,2020-09,광주사랑카드,64,0.0305,0.0067,0.0
4213,2020-09,쿠폰,62,0.0228,0.0134,0.0
4214,2020-09,커피,61,0.0378,0.0134,0.0183
4215,2020-09,코다리,61,0.0284,0.0034,0.0
4216,2020-09,라면,59,0.0241,0.0201,0.003
4217,2020-09,용인와이페이,55,0.0263,0.0235,0.0042
4218,2020-09,의정부사랑카드,54,0.0444,0.0034,0.0
4219,2020-09,고기,54,0.0266,0.0067,1.0E-4
4220,2020-09,갈비,54,0.0385,0.0101,0.0024
4221,2020-09,게임,54,0.0289,0.0067,0.0078
4222,2020-09,닭,52,0.0298,0.0134,0.0065
4223,2020-09,떡볶이,52,0.0305,0.0235,0.028
4224,2020-09,지류,52,0.0201,0.0168,0.0
4225,2020-09,네일아트,51,0.0539,0.0134,3.0E-4
4226,2020-09,공예,51,0.0478,0.0134,0.0119
4227,2020-09,온누리,51,0.0292,0.0235,8.0E-4
4228,2020-09,운동,51,0.038,0.0134,0.0
4229,2020-09,닭갈비,50,0.0399,0.0168,0.0199
4230,2020-09,결재,50,0.0261,0.0302,0.0022
4231,2020-09,돌봄포인트,49,0.0245,0.0034,0.0
4232,2020-09,양평통보,49,0.0276,0.0134,4.0E-4
4233,2020-09,파,48,0.0284,0.0168,0.0191
4234,2020-09,안양사랑페이,47,0.0234,0.0067,0.0
4235,2020-09,상품,47,0.0218,0.0101,2.0E-4
4236,2020-09,지류형,47,0.0238,0.0101,0.0
4237,2020-09,김,46,0.0249,0.0067,0.006
4238,2020-09,헬스,43,0.0672,0.0067,0.0
4239,2020-09,불편,42,0.0196,0.0034,0.0
4240,2020-09,문화누리카드,41,0.0263,0.0101,0.0
4241,2020-09,요리,41,0.0225,0.0134,0.0112
4242,2020-09,반려견,41,0.0394,0.0067,0.003
4243,2020-09,닭강정,40,0.0306,0.0134,0.002
4244,2020-09,환급,38,0.0223,0.0101,0.0
4245,2020-09,소곱창,38,0.0246,0.0067,0.0027
4246,2020-09,신용카드,37,0.0243,0.0168,2.0E-4
4247,2020-09,ThankYouPayN,36,0.0303,0.0168,0.0
4248,2020-09,김밥,35,0.0373,0.0168,0.0041
4249,2020-09,쌀,35,0.0287,0.0034,0.0
4250,2020-09,속눈썹,34,0.0692,0.0067,0.0012
4251,2020-09,안양사랑상품권,34,0.0248,0.0034,0.0
4252,2020-09,파주페이,34,0.034,0.0134,3.0E-4
4253,2020-09,유모차,34,0.0289,0.0034,0.0
4254,2020-09,파스타,33,0.0362,0.0034,0.0
4255,2020-09,체크카드,33,0.0311,0.0101,0.006
4256,2020-09,케이크,33,0.0501,0.0168,0.005
4257,2020-09,평택사랑상품권,33,0.0232,0.0067,0.0
4258,2020-09,블랙박스,32,0.0318,0.0067,0.0
4259,2020-09,과일,32,0.038,0.0134,0.0078
4260,2020-09,꽃,31,0.0509,0.0134,0.0046
4261,2020-09,킥보드,31,0.0271,0.0067,0.006
4262,2020-09,꿀,30,0.0206,0.0101,9.0E-4
4263,2020-09,캠핑,29,0.0323,0.0067,5.0E-4
4264,2020-09,공구,28,0.0384,0.0101,0.0187
4265,2020-09,캘리그라피,27,0.0397,0.0034,0.0
4266,2020-09,선불카드,27,0.0257,0.0168,4.0E-4
4267,2020-09,인테리어,26,0.0237,0.0034,0.0
4268,2020-09,마사지,26,0.0286,0.0034,0.0
4269,2020-09,전골,26,0.025,0.0067,0.0016
4270,2020-09,청년기본소득,26,0.0276,0.0067,0.0
4271,2020-09,빵,26,0.0305,0.0201,0.0175
4272,2020-09,선글라스,24,0.0229,0.0034,0.0
4273,2020-09,안성사랑카드,24,0.0352,0.0034,0.0
4274,2020-09,엔진오일,24,0.0332,0.0067,0.0014
4275,2020-09,매트리스,23,0.0392,0.0067,5.0E-4
4276,2020-09,떡,23,0.0254,0.0168,0.0128
4277,2020-09,여주사랑카드,23,0.0309,0.0067,0.0
4278,2020-09,포도,22,0.026,0.0067,0.006
4279,2020-09,초밥,22,0.0446,0.0101,0.0144
4280,2020-09,소멸,21,0.0212,0.0034,0.0
4281,2020-09,가죽,21,0.0472,0.0134,0.0069
4282,2020-09,음료,21,0.0242,0.0067,0.0034
4283,2020-09,아이스크림,20,0.036,0.0134,0.0075
4284,2020-09,식사,20,0.0221,0.0067,2.0E-4
4285,2020-09,통닭,19,0.0296,0.0101,0.0209
4286,2020-09,피아노,19,0.0614,0.0034,0.0
4287,2020-09,군포애머니,19,0.0245,0.0034,0.0
4288,2020-09,컴퓨터,18,0.059,0.0034,0.0
4289,2020-09,부평,18,0.0372,0.0235,0.0221
4290,2020-09,외식업,18,0.0257,0.0034,0.0
4291,2020-09,의자,18,0.0535,0.0101,0.0026
4292,2020-09,음식,18,0.0228,0.0067,0.0119
