분석인덱스,수집년월,키워드명,단어빈도,단어중요도,연결정도중심성,매개중심성
1,2010-01,중국어,6,0.0938,1.0,0.0
2,2010-01,자전거,1,0.0189,0.5,0.0
3,2010-01,여행,1,0.0189,0.5,0.0
4,2010-02,게,9,0.0208,1.0,0.0
5,2010-02,가지,2,0.0199,1.0,0.0
6,2010-04,중국어,7,0.0803,1.0,0.0
7,2010-04,관광,1,0.0208,0.5,0.0
8,2010-04,레저,1,0.0208,0.5,0.0
9,2010-05,미술,1,0.0208,1.0,0.0
10,2010-05,수업,1,0.0208,1.0,0.0
11,2010-07,교육,3,0.0356,1.0,0.0
12,2010-07,과학,2,0.05,1.0,0.0
13,2010-08,교육,6,0.0263,0.5,0.0
14,2010-08,중국어,4,0.0552,1.0,0.0
15,2010-08,과학,2,0.0513,0.5,0.0
16,2010-09,교육,4,0.034,1.0,0.0
17,2010-09,과학,2,0.0526,1.0,0.0
18,2010-10,지갑,8,0.1455,1.0,0.0
19,2010-10,카드,2,0.0195,1.0,0.0
20,2010-11,댄스,2,0.04,0.3333,0.0
21,2010-11,발급,1,0.0182,0.3333,0.0
22,2010-11,신청,1,0.0182,0.3333,0.0
23,2010-11,부천페이,1,0.02,0.3333,0.0
24,2010-12,댄스,2,0.0377,1.0,0.0
25,2010-12,부천페이,2,0.0187,1.0,0.0
26,2011-01,중국어,3,0.1034,1.0,0.0
27,2011-03,중국어,3,0.1,1.0,0.0
28,2011-03,상품,2,0.0357,0.5,0.0
29,2011-03,구매,1,0.0179,0.5,0.0
30,2011-04,신청,2,0.0198,0.3333,0.0
31,2011-04,발급,1,0.0192,0.3333,0.0
32,2011-04,피아노,1,0.0222,0.3333,0.0
33,2011-04,레슨,1,0.0222,0.3333,0.0
34,2011-05,요리,4,0.1111,1.0,0.0
35,2011-05,음식,1,0.0278,1.0,0.0
36,2011-06,회,6,0.0214,0.3333,0.0
37,2011-06,TV,3,0.06,0.6667,0.0
38,2011-06,한식,1,0.0227,0.6667,0.3333
39,2011-06,반찬,1,0.0227,0.3333,0.0
40,2011-07,수박,1,0.0244,1.0,0.0
41,2011-07,토마토,1,0.0244,1.0,0.0
42,2011-08,게,11,0.0225,0.2,0.0
43,2011-08,김치,5,0.122,0.2,0.0
44,2011-08,여행,3,0.0201,0.2,0.0
45,2011-08,자전거,2,0.0198,0.2,0.0
46,2011-08,가지,2,0.0203,0.2,0.0
47,2011-08,음식,2,0.0488,0.2,0.0
48,2011-09,중국어,3,0.1111,1.0,0.0
49,2011-10,상품,2,0.0198,1.0,0.0
50,2011-10,관광,1,0.0196,1.0,0.0
51,2011-11,교육,5,0.0574,0.1667,0.0
52,2011-11,과학,4,0.0518,0.3333,0.0667
53,2011-11,여행,3,0.0216,0.1667,0.0
54,2011-11,레저,1,0.0167,0.1667,0.0
55,2011-11,시계,1,0.0278,0.1667,0.0
56,2011-11,담배,1,0.0278,0.1667,0.0
57,2011-11,수학,1,0.0286,0.1667,0.0
58,2011-12,아이스크림,6,0.0244,0.1667,0.0
59,2011-12,샌드위치,6,0.0244,0.1667,0.0
60,2011-12,상품,5,0.0349,0.1667,0.0
61,2011-12,생활,2,0.0223,0.1667,0.0
62,2011-12,티켓,2,0.0208,0.1667,0.0
63,2011-12,뷰티,1,0.0208,0.3333,0.0667
64,2011-12,미용,1,0.0208,0.1667,0.0
65,2012-01,교육,4,0.0325,0.3333,0.0
66,2012-01,생활,4,0.0261,0.3333,0.0
67,2012-01,양말,1,0.0227,0.3333,0.0
68,2012-01,선물,1,0.0227,0.3333,0.0
69,2012-02,중국어,3,0.1,1.0,0.0
70,2012-03,운동,1,0.0185,1.0,1.0
71,2012-03,지역화폐,1,0.0185,0.5,0.0
72,2012-03,생활,1,0.0185,0.5,0.0
73,2012-08,티켓,1,0.0217,0.25,0.0
74,2012-08,구매,1,0.0217,0.25,0.0
75,2012-08,순두부,1,0.0217,0.5,0.1667
76,2012-08,한정식,1,0.0217,0.25,0.0
77,2012-08,갈비,1,0.0217,0.25,0.0
78,2012-09,중국어,5,0.0788,0.5,0.0
79,2012-09,상품,2,0.0223,0.25,0.0
80,2012-09,구매,2,0.0217,0.25,0.0
81,2012-09,과학,1,0.0222,0.25,0.0
82,2012-09,교육,1,0.0222,0.25,0.0
83,2012-11,게,13,0.0232,1.0,0.0
84,2012-11,여행,3,0.0191,1.0,0.0
85,2012-12,돼지,7,0.1228,1.0,0.0
86,2013-02,지역화폐,2,0.037,1.0,0.0
87,2013-02,운동,1,0.0185,1.0,0.0
88,2013-03,오렌지,1,0.0208,0.3333,0.0
89,2013-03,포도,1,0.0208,0.3333,0.0
90,2013-03,발급,1,0.0179,0.3333,0.0
91,2013-03,신청,1,0.0179,0.3333,0.0
92,2013-04,게,5,0.026,0.25,0.0
93,2013-04,영화,4,0.069,0.5,0.0
94,2013-04,취미,2,0.0283,0.25,0.0
95,2013-04,스포츠,1,0.0213,0.25,0.0
96,2013-04,댄스,1,0.0213,0.25,0.0
97,2013-07,여행,4,0.0308,1.0,0.0
98,2013-07,발급,3,0.0178,0.5,0.0
99,2013-07,신청,2,0.0184,0.5,0.0
100,2013-11,운동,8,0.0407,1.0,0.0
101,2013-11,지역화폐,5,0.0268,1.0,0.0
102,2013-12,소금,7,0.0802,0.5,0.0
103,2013-12,캠핑,2,0.0234,0.25,0.0
104,2013-12,낚시,2,0.0234,0.25,0.0
105,2013-12,사과,1,0.0263,0.25,0.0
106,2013-12,배,1,0.0263,0.25,0.0
107,2014-01,짬뽕,2,0.04,1.0,0.0
108,2014-01,꼬치,1,0.02,1.0,0.0
109,2014-02,교육,6,0.0345,0.5,0.0
110,2014-02,여행,5,0.0276,0.25,0.0
111,2014-02,상품,1,0.0227,0.25,0.0
112,2014-02,취미,1,0.0227,0.25,0.0
113,2014-02,생활,1,0.0227,0.25,0.0
114,2014-04,중국어,3,0.1,1.0,0.0
115,2014-04,항아리,2,0.0318,0.5,0.0
116,2014-04,액자,1,0.0303,0.5,0.0
117,2014-05,중국어,15,0.102,1.0,0.0
118,2014-06,중국어,30,0.0892,1.0,0.0
119,2014-07,중국어,15,0.0937,1.0,0.0
120,2014-07,게,9,0.0207,0.5,0.0
121,2014-07,여행,4,0.018,0.5,0.0
122,2014-08,쌀,1,0.0182,1.0,0.0
123,2014-08,밀,1,0.0182,1.0,0.0
124,2014-09,중국어,6,0.0941,1.0,0.0
125,2014-09,카드,1,0.0189,0.5,0.0
126,2014-09,할인,1,0.0189,0.5,0.0
127,2014-10,중국어,6,0.0882,1.0,0.0
128,2014-10,택배,1,0.0179,0.5,0.0
129,2014-10,신청,1,0.0179,0.5,0.0
130,2014-11,회,5,0.0205,0.5,0.0
131,2014-11,차,4,0.0206,0.5,0.0
132,2014-11,중국어,4,0.0552,1.0,0.0
133,2014-12,지역화폐,18,0.0198,0.2,0.0
134,2014-12,회,16,0.0357,0.4,0.1
135,2014-12,중국어,9,0.0973,0.4,0.0
136,2014-12,차,3,0.0196,0.2,0.0
137,2014-12,운동,2,0.022,0.2,0.0
138,2014-12,상품,2,0.0203,0.2,0.0
139,2015-01,회,3,0.0192,0.2,0.0
140,2015-01,카드,3,0.0245,0.2,0.0
141,2015-01,이유식,1,0.0213,0.2,0.0
142,2015-01,직불,1,0.0172,0.2,0.0
143,2015-01,무,1,0.0196,0.2,0.0
144,2015-01,의자,1,0.0196,0.2,0.0
145,2015-02,중국어,6,0.1113,0.5,0.0
146,2015-02,여행,3,0.0216,0.25,0.0
147,2015-02,신청,2,0.026,0.25,0.0
148,2015-02,택배,1,0.0263,0.25,0.0
149,2015-02,라면,1,0.0185,0.25,0.0
150,2015-03,중국어,6,0.1077,0.5,0.0
151,2015-03,서적,1,0.0152,0.25,0.0
152,2015-03,악기,1,0.0152,0.25,0.0
153,2015-03,페이,1,0.0238,0.25,0.0
154,2015-03,산후조리비,1,0.0238,0.25,0.0
155,2015-04,게,8,0.0197,0.25,0.0
156,2015-04,상품,7,0.0317,0.25,0.0
157,2015-04,중국어,6,0.1018,0.5,0.0
158,2015-04,부평,3,0.0625,0.25,0.0
159,2015-04,라면,1,0.0208,0.25,0.0
160,2015-05,게,6,0.0198,0.1667,0.0
161,2015-05,생활,5,0.0233,0.1667,0.0
162,2015-05,지역화폐,4,0.1667,0.1667,0.0
163,2015-05,중국어,3,0.0882,0.3333,0.0
164,2015-05,애플리케이션,2,0.0833,0.1667,0.0
165,2015-05,신청,2,0.0833,0.1667,0.0
166,2015-05,재난기본소득,1,0.0417,0.1667,0.0
167,2015-06,중국어,3,0.1111,1.0,0.0
168,2015-07,중국어,3,0.1154,1.0,0.0
169,2015-08,지역화폐,21,0.0201,0.2,0.0
170,2015-08,성남사랑상품권,19,0.0202,0.2,0.0
171,2015-08,상품,5,0.0192,0.2,0.0
172,2015-08,가지,4,0.0202,0.2,0.0
173,2015-08,요리,1,0.0185,0.2,0.0
174,2015-08,수업,1,0.0185,0.2,0.0
175,2015-10,게,14,0.0217,0.1667,0.0
176,2015-10,지역화폐,14,0.018,0.1667,0.0
177,2015-10,중국어,9,0.1154,0.3333,0.0
178,2015-10,카드,3,0.0171,0.1667,0.0
179,2015-10,택배,3,0.0295,0.1667,0.0
180,2015-10,신청,2,0.0206,0.1667,0.0
181,2015-10,성남사랑상품권,1,0.0167,0.1667,0.0
182,2015-11,지역화폐,23,0.0185,0.25,0.0
183,2015-11,게,15,0.0217,0.25,0.0
184,2015-11,카드,3,0.0193,0.25,0.0
185,2015-11,중국어,3,0.1154,0.5,0.0
186,2015-11,발급,1,0.025,0.25,0.0
187,2015-12,중국어,3,0.1154,1.0,0.0
188,2016-01,지역화폐,129,0.02,0.5,0.1556
189,2016-01,지급,117,0.0237,0.6,0.2667
190,2016-01,상품권,55,0.0268,0.3,0.0
191,2016-01,성남사랑상품권,44,0.021,0.3,0.0
192,2016-01,산후조리비,42,0.0263,0.1,0.0
193,2016-01,지원금,22,0.02,0.1,0.0
194,2016-01,신청,12,0.0236,0.2,0.0
195,2016-01,청년수당,6,0.0188,0.1,0.0
196,2016-01,카드,4,0.0194,0.1,0.0
197,2016-01,중국어,3,0.1,0.2,0.0
198,2016-01,상품,3,0.015,0.1,0.0
199,2016-02,지역화폐,22,0.0213,0.1667,0.0
200,2016-02,성남사랑상품권,9,0.0249,0.3333,0.0667
201,2016-02,여행,6,0.0184,0.3333,0.0667
202,2016-02,상품권,6,0.0269,0.1667,0.0
203,2016-02,자전거,4,0.0178,0.1667,0.0
204,2016-02,중국어,3,0.0882,0.3333,0.0
205,2016-02,교육,3,0.02,0.1667,0.0
206,2016-03,지역화폐,17,0.0208,0.3333,0.0
207,2016-03,성남사랑상품권,9,0.0207,0.3333,0.0
208,2016-03,지원금,3,0.0235,0.3333,0.0
209,2016-03,산후조리비,2,0.0178,0.3333,0.0
210,2016-04,지역화폐,7,0.0196,1.0,0.0
211,2016-04,성남사랑상품권,5,0.0169,1.0,0.0
212,2016-05,지역화폐,16,0.0235,0.1667,0.0
213,2016-05,성남사랑상품권,3,0.0269,0.1667,0.0
214,2016-05,관광,3,0.0193,0.1667,0.0
215,2016-05,TV,2,0.0444,0.3333,0.0
216,2016-05,요리,1,0.025,0.1667,0.0
217,2016-05,취미,1,0.025,0.1667,0.0
218,2016-05,먹거리,1,0.0182,0.1667,0.0
219,2016-06,지역화폐,8,0.0189,0.3333,0.0667
220,2016-06,택배,3,0.0325,0.1667,0.0
221,2016-06,성남사랑상품권,2,0.0199,0.1667,0.0
222,2016-06,신청,1,0.0182,0.1667,0.0
223,2016-06,카드,1,0.0208,0.1667,0.0
224,2016-06,경락,1,0.0333,0.1667,0.0
225,2016-06,침구,1,0.0333,0.1667,0.0
226,2016-07,지급,22,0.0388,0.2308,0.1026
227,2016-07,지역화폐,20,0.0226,0.0769,0.0
228,2016-07,성남사랑상품권,9,0.0193,0.1538,0.0513
229,2016-07,카드,5,0.0207,0.0769,0.0
230,2016-07,택배,4,0.0327,0.0769,0.0
231,2016-07,신청,4,0.0214,0.1538,0.0513
232,2016-07,여행,4,0.0397,0.0769,0.0
233,2016-07,교육,4,0.0237,0.0769,0.0
234,2016-07,중국어,3,0.0882,0.1538,0.0
235,2016-07,자동차,1,0.0185,0.1538,0.0128
236,2016-07,라면,1,0.0185,0.0769,0.0
237,2016-07,배달,1,0.0149,0.0769,0.0
238,2016-07,야식,1,0.0149,0.0769,0.0
239,2016-07,과학,1,0.0182,0.0769,0.0
240,2016-08,지역화폐,12,0.0209,1.0,0.0
241,2016-08,성남사랑상품권,5,0.0201,1.0,0.0
242,2016-09,지역화폐,15,0.02,0.6,0.3
243,2016-09,지급,12,0.0235,0.2,0.0
244,2016-09,성남사랑상품권,8,0.0244,0.2,0.0
245,2016-09,상품권,3,0.017,0.2,0.0
246,2016-09,생활,1,0.02,0.2,0.0
247,2016-09,과학,1,0.02,0.2,0.0
248,2016-10,회,9,0.0248,0.3333,0.0
249,2016-10,상품,4,0.019,0.3333,0.0
250,2016-10,관광,2,0.0253,0.3333,0.0
251,2016-10,할인,1,0.0154,0.3333,0.0
252,2016-11,지역화폐,23,0.0223,0.0909,0.0
253,2016-11,악기,7,0.1458,0.1818,0.0
254,2016-11,성남사랑상품권,5,0.0207,0.0909,0.0
255,2016-11,서적,2,0.02,0.0909,0.0
256,2016-11,독서,2,0.02,0.0909,0.0
257,2016-11,화장품,1,0.0189,0.0909,0.0
258,2016-11,의류,1,0.0189,0.0909,0.0
259,2016-11,족발,1,0.0189,0.1818,0.0182
260,2016-11,보쌈,1,0.0189,0.0909,0.0
261,2016-11,치킨,1,0.0189,0.0909,0.0
262,2016-11,다온,1,0.0208,0.0909,0.0
263,2016-11,푸드,1,0.0208,0.0909,0.0
264,2016-12,지역화폐,18,0.0226,0.3333,0.0
265,2016-12,성남사랑상품권,15,0.023,0.3333,0.0
266,2016-12,여행,4,0.0217,0.3333,0.0
267,2016-12,자동차,1,0.0256,0.3333,0.0
268,2017-01,지급,40,0.0229,0.3333,0.0333
269,2017-01,지역화폐,39,0.0206,0.5,0.2333
270,2017-01,상품권,26,0.02,0.3333,0.0667
271,2017-01,교육,8,0.0232,0.1667,0.0
272,2017-01,상품,5,0.0243,0.1667,0.0
273,2017-01,성남사랑상품권,3,0.0196,0.1667,0.0
274,2017-01,쿠폰,1,0.0222,0.3333,0.0667
275,2017-02,지역화폐,28,0.0206,0.4,0.2
276,2017-02,지급,17,0.0197,0.2,0.0
277,2017-02,성남사랑상품권,5,0.0392,0.2,0.0
278,2017-02,상품권,3,0.0171,0.4,0.2
279,2017-02,산후조리비,2,0.0159,0.2,0.0
280,2017-02,치료,1,0.0159,0.2,0.0
281,2017-03,지역화폐,32,0.0217,0.4286,0.1429
282,2017-03,지급,10,0.02,0.1429,0.0
283,2017-03,차,6,0.0316,0.1429,0.0
284,2017-03,상품권,4,0.0221,0.1429,0.0
285,2017-03,성남사랑상품권,3,0.0209,0.1429,0.0
286,2017-03,회,1,0.0222,0.1429,0.0
287,2017-03,의류,1,0.0263,0.1429,0.0
288,2017-03,음식,1,0.0263,0.1429,0.0
289,2017-04,지역화폐,33,0.026,1.0,1.0
290,2017-04,상품권,9,0.0226,0.5,0.0
291,2017-04,성남사랑상품권,8,0.0191,0.5,0.0
292,2017-05,지역화폐,19,0.0242,0.5,0.5
293,2017-05,부천페이,5,0.1389,1.25,0.8333
294,2017-05,성남사랑상품권,3,0.0207,0.25,0.0
295,2017-05,신청,3,0.0314,0.25,0.0
296,2017-05,카드,1,0.0278,0.25,0.0
297,2017-06,지역화폐,9,0.0215,0.3333,0.0
298,2017-06,상품권,5,0.0368,0.3333,0.0
299,2017-06,지급,3,0.0178,0.3333,0.0
300,2017-06,운동,2,0.0286,0.3333,0.0
301,2017-07,지역화폐,21,0.0179,0.5,0.0
302,2017-07,성남사랑상품권,8,0.0178,0.5,0.0
303,2017-07,보쌈,2,0.0476,1.0,0.0
304,2017-08,지역화폐,18,0.0253,0.2,0.0
305,2017-08,페이,4,0.0234,0.2,0.0
306,2017-08,아동수당,3,0.0241,0.2,0.0
307,2017-08,결제,2,0.0213,0.2,0.0
308,2017-08,교육,2,0.0188,0.2,0.0
309,2017-08,파이,1,0.0159,0.2,0.0
310,2017-09,지역화폐,48,0.0245,0.2308,0.0641
311,2017-09,게,48,0.0208,0.0769,0.0
312,2017-09,성남사랑상품권,12,0.032,0.0769,0.0
313,2017-09,지급,11,0.0218,0.1538,0.0385
314,2017-09,가지,4,0.0185,0.0769,0.0
315,2017-09,시루,4,0.0292,0.0769,0.0
316,2017-09,수원페이,3,0.0225,0.0769,0.0
317,2017-09,신용카드,3,0.024,0.0769,0.0
318,2017-09,빵,2,0.0392,0.1538,0.0
319,2017-09,신청,2,0.0201,0.0769,0.0
320,2017-09,문화관광,1,0.0152,0.0769,0.0
321,2017-09,교육,1,0.0152,0.0769,0.0
322,2017-09,시흥화폐,1,0.0217,0.0769,0.0
323,2017-09,충전,1,0.0233,0.0769,0.0
324,2017-10,지역화폐,31,0.0209,0.25,0.0455
325,2017-10,지급,22,0.0341,0.0833,0.0
326,2017-10,성남사랑상품권,12,0.0243,0.0833,0.0
327,2017-10,쌀,4,0.0391,0.1667,0.0
328,2017-10,자동차,3,0.0231,0.0833,0.0
329,2017-10,상품권,3,0.0182,0.0833,0.0
330,2017-10,가죽,3,0.0682,0.0833,0.0
331,2017-10,페이,2,0.0203,0.0833,0.0
332,2017-10,애플리케이션,2,0.0455,0.1667,0.0152
333,2017-10,수원페이,2,0.0203,0.0833,0.0
334,2017-10,배터리,1,0.027,0.1667,0.0152
335,2017-10,할인,1,0.027,0.0833,0.0
336,2017-10,공예,1,0.0227,0.0833,0.0
337,2017-11,지역화폐,37,0.0233,0.3636,0.0909
338,2017-11,지급,23,0.0303,0.1818,0.0
339,2017-11,아동수당,18,0.044,0.1818,0.0
340,2017-11,성남사랑상품권,12,0.0191,0.0909,0.0
341,2017-11,수원페이,4,0.0242,0.0909,0.0
342,2017-11,온누리상품권,3,0.0251,0.0909,0.0
343,2017-11,댄스,2,0.0345,0.1818,0.0
344,2017-11,과학,2,0.0444,0.0909,0.0
345,2017-11,가맹,1,0.0161,0.0909,0.0
346,2017-11,교육,1,0.0222,0.0909,0.0
347,2017-11,신용카드,1,0.025,0.0909,0.0
348,2017-11,충전,1,0.025,0.0909,0.0
349,2017-12,지역화폐,27,0.033,0.2,0.0
350,2017-12,안양사랑상품권,12,0.0478,0.2,0.0
351,2017-12,버터,3,0.0257,0.2,0.0
352,2017-12,컵,3,0.0257,0.2,0.0
353,2017-12,한우,1,0.0233,0.2,0.0
354,2017-12,홍게,1,0.0233,0.2,0.0
355,2018-01,게,140,0.0201,0.0833,0.0
356,2018-01,지역화폐,56,0.0214,0.1667,0.0152
357,2018-01,성남사랑상품권,20,0.0278,0.0833,0.0
358,2018-01,가지,12,0.0195,0.0833,0.0
359,2018-01,안양사랑상품권,8,0.0475,0.0833,0.0
360,2018-01,교육,7,0.0196,0.0833,0.0
361,2018-01,여행,6,0.0194,0.0833,0.0
362,2018-01,TV,3,0.0202,0.0833,0.0
363,2018-01,구매,3,0.0577,0.0833,0.0
364,2018-01,김치,2,0.0231,0.0833,0.0
365,2018-01,화장품,1,0.0192,0.0833,0.0
366,2018-01,음악,1,0.0159,0.0833,0.0
367,2018-01,미술,1,0.0159,0.0833,0.0
368,2018-02,지역화폐,67,0.0214,0.3333,0.0909
369,2018-02,지급,29,0.0219,0.0833,0.0
370,2018-02,산후조리비,19,0.0406,0.0833,0.0
371,2018-02,성남사랑상품권,8,0.0198,0.0833,0.0
372,2018-02,안양사랑상품권,7,0.0193,0.0833,0.0
373,2018-02,구매,6,0.0252,0.0833,0.0
374,2018-02,지원금,5,0.0187,0.0833,0.0
375,2018-02,김치,3,0.0203,0.0833,0.0
376,2018-02,TV,2,0.0159,0.0833,0.0
377,2018-02,외식업,2,0.0263,0.0833,0.0
378,2018-02,다온,1,0.0256,0.0833,0.0
379,2018-02,할인,1,0.0185,0.0833,0.0
380,2018-02,음료,1,0.027,0.0833,0.0
381,2018-03,지역화폐,76,0.0228,0.3333,0.0
382,2018-03,페이백,3,0.0625,0.3333,0.0
383,2018-03,바우처,1,0.0192,0.3333,0.0
384,2018-03,수원페이,1,0.0208,0.3333,0.0
385,2018-04,지역화폐,148,0.0253,0.25,0.1071
386,2018-04,게,66,0.0212,0.25,0.1071
387,2018-04,지급,22,0.0218,0.125,0.0
388,2018-04,성남사랑상품권,10,0.0214,0.125,0.0
389,2018-04,고양이,9,0.0225,0.125,0.0
390,2018-04,바우처,4,0.0236,0.25,0.1429
391,2018-04,에어컨,4,0.0571,0.125,0.0
392,2018-04,청년수당,2,0.0185,0.125,0.0
393,2018-04,아동수당,2,0.0286,0.125,0.0
394,2018-05,지역화폐,133,0.0234,0.4286,0.4505
395,2018-05,지급,21,0.0189,0.1429,0.0989
396,2018-05,성남사랑상품권,13,0.0275,0.1429,0.0989
397,2018-05,상품권,12,0.0212,0.1429,0.0989
398,2018-05,산후조리비,12,0.0306,0.0714,0.0
399,2018-05,카드,6,0.0347,0.0714,0.0
400,2018-05,지폐,3,0.0236,0.0714,0.0
401,2018-05,시루,3,0.0968,0.1429,0.0989
402,2018-05,결제,3,0.0207,0.0714,0.0
403,2018-05,여행,3,0.0189,0.0714,0.0
404,2018-05,고양페이,2,0.0196,0.0714,0.0
405,2018-05,청년수당,2,0.0191,0.0714,0.0
406,2018-05,아동수당,1,0.0175,0.0714,0.0
407,2018-05,헬스,1,0.0238,0.0714,0.0
408,2018-05,꿀,1,0.0175,0.0714,0.0
409,2018-06,지역화폐,364,0.0295,0.4706,0.3493
410,2018-06,지급,62,0.032,0.2353,0.0772
411,2018-06,게,57,0.0206,0.0588,0.0
412,2018-06,아동수당,42,0.0491,0.1176,0.0
413,2018-06,교육,17,0.023,0.1176,0.0735
414,2018-06,상품권,16,0.0197,0.1176,0.0
415,2018-06,성남사랑상품권,15,0.0222,0.0588,0.0
416,2018-06,TV,9,0.0194,0.0588,0.0
417,2018-06,가지,8,0.021,0.0588,0.0
418,2018-06,수원페이,5,0.0313,0.0588,0.0
419,2018-06,시루,4,0.0249,0.1176,0.0735
420,2018-06,카드,4,0.0292,0.0588,0.0
421,2018-06,고양페이,3,0.0187,0.0588,0.0
422,2018-06,복지수당,3,0.0198,0.0588,0.0
423,2018-06,과학,2,0.0181,0.0588,0.0
424,2018-06,시흥화폐,1,0.0227,0.0588,0.0
425,2018-06,신용카드,1,0.0244,0.0588,0.0
426,2018-06,충전,1,0.0244,0.0588,0.0
427,2018-07,지역화폐,413,0.0266,0.2727,0.1288
428,2018-07,지급,129,0.0283,0.1212,0.0303
429,2018-07,아동수당,126,0.0355,0.1212,0.0473
430,2018-07,페이,76,0.0567,0.0606,0.0038
431,2018-07,게,68,0.02,0.0606,0.0246
432,2018-07,상품권,45,0.0258,0.0909,0.0246
433,2018-07,결제,28,0.028,0.0606,0.0038
434,2018-07,수원페이,17,0.0194,0.0303,0.0
435,2018-07,성남사랑상품권,12,0.0207,0.0606,0.0
436,2018-07,애플리케이션,11,0.0269,0.0303,0.0
437,2018-07,교육,8,0.0221,0.0606,0.0076
438,2018-07,과학,8,0.0218,0.0606,0.0057
439,2018-07,무,7,0.0359,0.0303,0.0
440,2018-07,여행,7,0.0552,0.0303,0.0
441,2018-07,신청,6,0.0224,0.0606,0.0246
442,2018-07,평택사랑상품권,4,0.0355,0.0303,0.0
443,2018-07,구매,4,0.0188,0.0303,0.0
444,2018-07,체크카드,4,0.0396,0.0303,0.0
445,2018-07,시루,4,0.0182,0.0303,0.0
446,2018-07,레저,3,0.0201,0.0303,0.0
447,2018-07,식품,3,0.0186,0.0303,0.0
448,2018-07,떡,3,0.02,0.0303,0.0
449,2018-07,스포츠,3,0.0186,0.0606,0.0057
450,2018-07,뷰티,2,0.0218,0.0303,0.0
451,2018-07,쌀,2,0.02,0.0303,0.0
452,2018-07,복지수당,2,0.0211,0.0303,0.0
453,2018-07,재난기본소득,2,0.0385,0.0303,0.0
454,2018-07,농약,2,0.0211,0.0303,0.0
455,2018-07,콩,1,0.02,0.0303,0.0
456,2018-07,악세사리,1,0.025,0.0303,0.0
457,2018-07,칵테일,1,0.0167,0.0303,0.0
458,2018-07,덮밥,1,0.0167,0.0303,0.0
459,2018-07,카드형,1,0.02,0.0303,0.0
460,2018-07,취미,1,0.025,0.0303,0.0
461,2018-08,지역화폐,489,0.0305,0.4231,0.4067
462,2018-08,지급,66,0.0288,0.1923,0.1497
463,2018-08,차,38,0.0235,0.0385,0.0
464,2018-08,아동수당,30,0.0356,0.1538,0.0554
465,2018-08,상품권,30,0.0308,0.1923,0.0128
466,2018-08,교육,30,0.0224,0.0385,0.0
467,2018-08,생활,23,0.0189,0.0385,0.0
468,2018-08,회,21,0.0224,0.0385,0.0
469,2018-08,여행,17,0.0203,0.0769,0.0
470,2018-08,웹툰,12,0.0288,0.0385,0.0
471,2018-08,고양페이,11,0.0258,0.0769,0.1477
472,2018-08,산후조리비,10,0.0201,0.0769,0.1046
473,2018-08,온누리상품권,10,0.0454,0.0769,0.0554
474,2018-08,카드,9,0.0181,0.0769,0.0
475,2018-08,체크카드,9,0.0299,0.1154,0.0
476,2018-08,성남사랑상품권,8,0.0225,0.0385,0.0
477,2018-08,상품,7,0.0207,0.0769,0.1046
478,2018-08,경기지역화폐,5,0.0203,0.0385,0.0
479,2018-08,복지수당,4,0.0179,0.0385,0.0
480,2018-08,시루,4,0.0321,0.0385,0.0
481,2018-08,지원금,2,0.0212,0.0769,0.0554
482,2018-08,포장,1,0.0172,0.0385,0.0
483,2018-08,액자,1,0.0172,0.0769,0.0554
484,2018-08,LED,1,0.0192,0.0385,0.0
485,2018-08,TV,1,0.0192,0.0385,0.0
486,2018-08,청년수당,1,0.0238,0.0385,0.0
487,2018-08,수원페이,1,0.0217,0.0385,0.0
488,2018-09,지역화폐,433,0.0328,0.5652,0.5731
489,2018-09,지급,39,0.0217,0.087,0.0
490,2018-09,산후조리비,27,0.0315,0.1304,0.0672
491,2018-09,상품권,24,0.0249,0.0435,0.0
492,2018-09,시루,20,0.0306,0.087,0.0672
493,2018-09,아동수당,14,0.0249,0.1304,0.1304
494,2018-09,인센티브,11,0.0186,0.0435,0.0
495,2018-09,카드,10,0.0234,0.087,0.0672
496,2018-09,생활,6,0.018,0.0435,0.0
497,2018-09,고양페이,5,0.0229,0.0435,0.0
498,2018-09,빵,4,0.046,0.087,0.0
499,2018-09,라면,4,0.0213,0.0435,0.0
500,2018-09,결제,4,0.0181,0.0435,0.0
501,2018-09,체크카드,4,0.0261,0.0435,0.0
502,2018-09,안양사랑상품권,3,0.0577,0.0435,0.0
503,2018-09,시흥화폐,3,0.0184,0.0435,0.0
504,2018-09,성남사랑상품권,2,0.024,0.0435,0.0
505,2018-09,지류형,2,0.0227,0.0435,0.0
506,2018-09,커피머신,2,0.0317,0.0435,0.0
507,2018-09,조기,2,0.0159,0.0435,0.0
508,2018-09,지원금,1,0.02,0.0435,0.0
509,2018-09,공예,1,0.02,0.0435,0.0
510,2018-09,양말,1,0.027,0.0435,0.0
511,2018-09,내복,1,0.027,0.0435,0.0
512,2018-10,지역화폐,527,0.0288,0.4286,0.4929
513,2018-10,산후조리비,85,0.0241,0.0952,0.0714
514,2018-10,지급,85,0.022,0.1429,0.1333
515,2018-10,상품권,28,0.0282,0.0952,0.0714
516,2018-10,회,28,0.0196,0.0476,0.0
517,2018-10,아동수당,18,0.023,0.1429,0.0071
518,2018-10,시루,13,0.0274,0.0952,0.0714
519,2018-10,페이,13,0.0453,0.0952,0.0024
520,2018-10,포천사랑상품권,12,0.0282,0.0476,0.0
521,2018-10,고양페이,10,0.019,0.1429,0.1881
