index,년월,시도명,시군구명,연령대코드,결제상품명,사용빈도
1908,2019-08-01,경기도,파주시,80,파주 Pay(파주페이),3
1914,2019-08-01,경기도,하남시,10,하남하머니,141
1915,2019-08-01,경기도,하남시,20,하남하머니,1606
1916,2019-08-01,경기도,하남시,30,하남하머니,9510
1917,2019-08-01,경기도,하남시,40,하남하머니,12153
1918,2019-08-01,경기도,하남시,50,하남하머니,4491
1919,2019-08-01,경기도,하남시,60,하남하머니,1780
1920,2019-08-01,경기도,하남시,70,하남하머니,387
1921,2019-08-01,경기도,하남시,80,하남하머니,66
1942,2019-09-01,경기도,가평군,30,가평사랑상품권,1401
1943,2019-09-01,경기도,가평군,40,가평사랑상품권,2068
1944,2019-09-01,경기도,가평군,50,가평사랑상품권,1749
1945,2019-09-01,경기도,가평군,60,가평사랑상품권,320
1946,2019-09-01,경기도,가평군,70,가평사랑상품권,61
1947,2019-09-01,경기도,가평군,80,가평사랑상품권,7
1635,2019-08-01,경기도,고양시 덕양구,80,고양페이카드,10
1948,2019-09-01,경기도,고양시 덕양구,10,고양페이카드,343
1949,2019-09-01,경기도,고양시 덕양구,20,고양페이카드,3839
1950,2019-09-01,경기도,고양시 덕양구,30,고양페이카드,11845
1952,2019-09-01,경기도,고양시 덕양구,40,고양페이카드,19165
1953,2019-09-01,경기도,고양시 덕양구,50,고양페이카드,8670
1954,2019-09-01,경기도,고양시 덕양구,60,고양페이카드,1874
1955,2019-09-01,경기도,고양시 덕양구,70,고양페이카드,319
1956,2019-09-01,경기도,고양시 덕양구,80,고양페이카드,36
1957,2019-09-01,경기도,고양시 덕양구,90,고양페이카드,1
1981,2019-09-01,경기도,과천시,20,과천화폐 과천토리,751
1982,2019-09-01,경기도,과천시,30,과천화폐 과천토리,2272
1983,2019-09-01,경기도,과천시,40,과천화폐 과천토리,4921
1984,2019-09-01,경기도,과천시,50,과천화폐 과천토리,2724
1985,2019-09-01,경기도,과천시,60,과천화폐 과천토리,436
1986,2019-09-01,경기도,과천시,70,과천화폐 과천토리,123
1987,2019-09-01,경기도,과천시,80,과천화폐 과천토리,2
1988,2019-09-01,경기도,과천시,90,과천화폐 과천토리,1
1989,2019-09-01,경기도,광명시,10,광명사랑화폐,222
1990,2019-09-01,경기도,광명시,20,광명사랑화폐,1471
1991,2019-09-01,경기도,광명시,30,광명사랑화폐,4750
1992,2019-09-01,경기도,광명시,40,광명사랑화폐,9161
1993,2019-09-01,경기도,광명시,50,광명사랑화폐,5147
1994,2019-09-01,경기도,광명시,60,광명사랑화폐,1454
1995,2019-09-01,경기도,광명시,70,광명사랑화폐,178
1996,2019-09-01,경기도,광명시,80,광명사랑화폐,24
2010,2019-09-01,경기도,구리시,50,구리사랑카드,2250
2011,2019-09-01,경기도,구리시,60,구리사랑카드,399
2012,2019-09-01,경기도,구리시,70,구리사랑카드,92
2015,2019-09-01,경기도,군포시,30,군포愛머니,15978
2016,2019-09-01,경기도,군포시,40,군포愛머니,31066
2018,2019-09-01,경기도,군포시,50,군포愛머니,19171
2020,2019-09-01,경기도,군포시,60,군포愛머니,7315
2021,2019-09-01,경기도,군포시,70,군포愛머니,1617
2022,2019-09-01,경기도,군포시,80,군포愛머니,311
2023,2019-09-01,경기도,군포시,90,군포愛머니,2
1704,2019-08-01,경기도,남양주시,50,Thank You Pay-N,3883
1705,2019-08-01,경기도,남양주시,60,Thank You Pay-N,835
1706,2019-08-01,경기도,남양주시,70,Thank You Pay-N,148
1707,2019-08-01,경기도,남양주시,80,Thank You Pay-N,6
1708,2019-08-01,경기도,남양주시,90,Thank You Pay-N,6
2025,2019-09-01,경기도,남양주시,10,Thank You Pay-N,241
2027,2019-09-01,경기도,남양주시,20,Thank You Pay-N,1719
2028,2019-09-01,경기도,남양주시,30,Thank You Pay-N,7895
2032,2019-09-01,경기도,남양주시,40,Thank You Pay-N,14522
2033,2019-09-01,경기도,남양주시,50,Thank You Pay-N,6497
2035,2019-09-01,경기도,남양주시,60,Thank You Pay-N,1269
2036,2019-09-01,경기도,남양주시,70,Thank You Pay-N,210
2037,2019-09-01,경기도,남양주시,80,Thank You Pay-N,3
2038,2019-09-01,경기도,남양주시,90,Thank You Pay-N,5
2120,2019-09-01,경기도,안산시 상록구,10,안산사랑상품권 다온,193
2121,2019-09-01,경기도,안산시 상록구,20,안산사랑상품권 다온,3479
2122,2019-09-01,경기도,안산시 상록구,30,안산사랑상품권 다온,5032
2123,2019-09-01,경기도,안산시 상록구,40,안산사랑상품권 다온,7982
2124,2019-09-01,경기도,안산시 상록구,50,안산사랑상품권 다온,5729
2125,2019-09-01,경기도,안산시 상록구,60,안산사랑상품권 다온,1308
2126,2019-09-01,경기도,안산시 상록구,70,안산사랑상품권 다온,143
2127,2019-09-01,경기도,안산시 상록구,80,안산사랑상품권 다온,9
1818,2019-08-01,경기도,양평군,50,양평통보,8429
1819,2019-08-01,경기도,양평군,60,양평통보,2667
1821,2019-08-01,경기도,양평군,70,양평통보,672
1822,2019-08-01,경기도,양평군,80,양평통보,51
1823,2019-08-01,경기도,양평군,90,양평통보,15
2147,2019-09-01,경기도,양평군,10,양평통보,730
2149,2019-09-01,경기도,양평군,20,양평통보,2517
2151,2019-09-01,경기도,양평군,30,양평통보,9043
2153,2019-09-01,경기도,양평군,40,양평통보,16798
2154,2019-09-01,경기도,양평군,50,양평통보,11416
2157,2019-09-01,경기도,양평군,60,양평통보,3756
2158,2019-09-01,경기도,양평군,70,양평통보,1045
2159,2019-09-01,경기도,양평군,80,양평통보,54
2160,2019-09-01,경기도,양평군,90,양평통보,18
2163,2019-09-01,경기도,여주시,30,여주사랑카드,761
2164,2019-09-01,경기도,여주시,40,여주사랑카드,1265
2165,2019-09-01,경기도,여주시,50,여주사랑카드,684
2166,2019-09-01,경기도,여주시,60,여주사랑카드,140
2167,2019-09-01,경기도,여주시,70,여주사랑카드,10
2168,2019-09-01,경기도,연천군,10,연천사랑상품권,94
2169,2019-09-01,경기도,연천군,20,연천사랑상품권,1291
2170,2019-09-01,경기도,연천군,30,연천사랑상품권,2838
2171,2019-09-01,경기도,연천군,40,연천사랑상품권,4267
2172,2019-09-01,경기도,연천군,50,연천사랑상품권,2775
2173,2019-09-01,경기도,연천군,60,연천사랑상품권,880
2174,2019-09-01,경기도,연천군,70,연천사랑상품권,87
2175,2019-09-01,경기도,연천군,80,연천사랑상품권,3
1540,2019-07-01,경기도,용인시 수지구,80,용인와이페이,13
1551,2019-07-01,경기도,용인시 처인구,80,용인와이페이,1
1866,2019-08-01,경기도,용인시 수지구,80,용인와이페이,7
1876,2019-08-01,경기도,용인시 처인구,80,용인와이페이,3
2192,2019-09-01,경기도,용인시 기흥구,80,용인와이페이,7
2201,2019-09-01,경기도,용인시 수지구,80,용인와이페이,7
2211,2019-09-01,경기도,용인시 처인구,80,용인와이페이,14
2221,2019-09-01,경기도,의정부시,60,의정부사랑카드,1722
2222,2019-09-01,경기도,의정부시,70,의정부사랑카드,245
2223,2019-09-01,경기도,의정부시,80,의정부사랑카드,35
2224,2019-09-01,경기도,의정부시,90,의정부사랑카드,3
2236,2019-09-01,경기도,파주시,10,파주 Pay(파주페이),201
2237,2019-09-01,경기도,파주시,20,파주 Pay(파주페이),1620
2238,2019-09-01,경기도,파주시,30,파주 Pay(파주페이),7752
2239,2019-09-01,경기도,파주시,40,파주 Pay(파주페이),9336
2240,2019-09-01,경기도,파주시,50,파주 Pay(파주페이),2844
2241,2019-09-01,경기도,파주시,60,파주 Pay(파주페이),456
2242,2019-09-01,경기도,파주시,70,파주 Pay(파주페이),78
2243,2019-09-01,경기도,파주시,80,파주 Pay(파주페이),3
2248,2019-09-01,경기도,하남시,10,하남하머니,365
2249,2019-09-01,경기도,하남시,20,하남하머니,3094
2250,2019-09-01,경기도,하남시,30,하남하머니,17253
2251,2019-09-01,경기도,하남시,40,하남하머니,23236
2252,2019-09-01,경기도,하남시,50,하남하머니,8286
2253,2019-09-01,경기도,하남시,60,하남하머니,3171
2254,2019-09-01,경기도,하남시,70,하남하머니,723
2255,2019-09-01,경기도,하남시,80,하남하머니,89
