분석인덱스,수집년월,키워드명,단어빈도,단어중요도,연결정도중심성,매개중심성
1,2010-01-01,경기도,36,0.028,0.6363,0.4909
2,2010-01-01,남양주,7,0.0225,0.1818,0.1272
3,2010-01-01,포천,3,0.0217,0.0909,0
4,2010-01-01,광주,3,0.02,0.0909,0
5,2010-01-01,양평,2,0.0214,0.0909,0
6,2010-01-01,가평,2,0.0425,0.0909,0
7,2010-01-01,평택,1,0.0166,0.1818,0.0181
8,2010-01-01,용인,1,0.0166,0.0909,0
9,2010-01-01,수원,1,0.0166,0.0909,0
10,2010-01-01,부천,1,0.0217,0.0909,0
11,2010-01-01,파주,1,0.0243,0.0909,0
12,2010-01-01,구리,1,0.0285,0.0909,0
13,2010-02-01,경기도,60,0.0257,0.6538,0.7625
14,2010-02-01,시장,10,0.0299,0.0769,0.0025
15,2010-02-01,남양주,6,0.035,0.1153,0.0353
16,2010-02-01,부동산,6,0.0396,0.0769,0.0287
17,2010-02-01,인천,6,0.0228,0.0384,0
18,2010-02-01,성남,5,0.0222,0.0769,0
19,2010-02-01,용인,5,0.0226,0.1153,0.1615
20,2010-02-01,수원,4,0.022,0.1538,0.0748
21,2010-02-01,평택,4,0.0344,0.0769,0.0287
22,2010-02-01,강원도,3,0.0228,0.0769,0.0707
23,2010-02-01,광주,2,0.0267,0.1153,0.0707
24,2010-02-01,화성,2,0.0287,0.0769,0.0025
25,2010-02-01,파주,2,0.0292,0.0769,0.1353
26,2010-02-01,고양,2,0.0208,0.0384,0
27,2010-02-01,광명,1,0.0263,0.0384,0
28,2010-02-01,가평,1,0.0243,0.0384,0
29,2010-02-01,의왕,1,0.0263,0.0384,0
30,2010-02-01,의정부,1,0.0263,0.0769,0.0707
31,2010-02-01,동두천,1,0.0263,0.0769,0.0046
32,2010-02-01,원주,1,0.0238,0.0384,0
33,2010-02-01,하남,1,0.0277,0.0384,0
34,2010-02-01,안성,1,0.0232,0.0384,0
35,2010-02-01,안산,1,0.0232,0.0384,0
36,2010-02-01,양평,1,0.0212,0.0384,0
37,2010-02-01,과천,1,0.0238,0.0384,0
38,2010-02-01,아산시,1,0.0312,0.0384,0
39,2010-02-01,오산,1,0.0263,0.0769,0.0707
40,2010-03-01,경기도,63,0.024,0.7,0.621
41,2010-03-01,시장,9,0.0222,0.05,0
42,2010-03-01,인천,6,0.0283,0.05,0
43,2010-03-01,성남,5,0.0583,0.05,0
44,2010-03-01,고양,5,0.0204,0.1,0.0789
45,2010-03-01,부동산,4,0.0213,0.05,0
46,2010-03-01,광주,3,0.0402,0.05,0
47,2010-03-01,강원도,3,0.0206,0.05,0
48,2010-03-01,용인,3,0.0191,0.05,0
49,2010-03-01,군포,2,0.0465,0.05,0
50,2010-03-01,호수공원,2,0.0211,0.05,0
51,2010-03-01,여주,2,0.0208,0.05,0
52,2010-03-01,양평,1,0.0185,0.05,0
53,2010-03-01,원주,1,0.025,0.05,0
54,2010-03-01,과천,1,0.0222,0.1,0.0789
55,2010-03-01,화성,1,0.0277,0.05,0
56,2010-03-01,연천,1,0.0238,0.05,0
57,2010-03-01,제주,1,0.0344,0.05,0
58,2010-03-01,여주시,1,0.0204,0.05,0
59,2010-03-01,파주,1,0.0158,0.05,0
60,2010-03-01,이천,1,0.027,0.05,0
61,2010-04-01,경기도,37,0.0243,1,1
62,2010-04-01,남양주,7,0.0158,0.0909,0
63,2010-04-01,용인,4,0.0233,0.0909,0
64,2010-04-01,강원도,3,0.0316,0.0909,0
65,2010-04-01,부동산,3,0.0545,0.0909,0
66,2010-04-01,수원,2,0.0253,0.0909,0
67,2010-04-01,광주,2,0.0197,0.0909,0
68,2010-04-01,김포,2,0.0512,0.0909,0
69,2010-04-01,오산,1,0.0227,0.0909,0
70,2010-04-01,고양,1,0.0212,0.0909,0
71,2010-04-01,화성,1,0.0192,0.0909,0
72,2010-04-01,의왕,1,0.0322,0.0909,0
73,2010-05-01,경기도,33,0.0224,0.5,0.4155
74,2010-05-01,부동산,10,0.0345,0.0454,0
75,2010-05-01,남양주,5,0.0213,0.0454,0
76,2010-05-01,시장,5,0.0449,0.0454,0
77,2010-05-01,부천,4,0.0207,0.0454,0
78,2010-05-01,광주,4,0.0404,0.1363,0.1168
79,2010-05-01,부산,3,0.0612,0.0454,0
80,2010-05-01,김포,3,0.0638,0.0454,0
81,2010-05-01,대구,3,0.0302,0.0454,0
82,2010-05-01,평택,3,0.0299,0.0454,0
83,2010-05-01,파주,3,0.0203,0.1363,0.0606
84,2010-05-01,양평,2,0.0227,0.0454,0
85,2010-05-01,고양,2,0.0208,0.1363,0.0606
86,2010-05-01,수원,2,0.0384,0.0454,0
87,2010-05-01,안성,1,0.0172,0.0454,0
88,2010-05-01,춘천,1,0.0204,0.0909,0.0043
89,2010-05-01,대전,1,0.0204,0.0454,0
90,2010-05-01,연천,1,0.0212,0.0454,0
91,2010-05-01,강원도,1,0.0178,0.0454,0
92,2010-05-01,서산,1,0.0178,0.0454,0
93,2010-05-01,안양,1,0.0238,0.0454,0
94,2010-05-01,남한산성,1,0.02,0.0454,0
95,2010-05-01,화성,1,0.0192,0.0454,0
96,2010-06-01,경기도,53,0.0245,0.7142,0.923
97,2010-06-01,파주,11,0.0233,0.0714,0
98,2010-06-01,인천,4,0.0193,0.0714,0
99,2010-06-01,광주,2,0.0242,0.0714,0
100,2010-06-01,양주,2,0.0205,0.0714,0
101,2010-06-01,화성,2,0.0212,0.2142,0.3846
102,2010-06-01,용인,2,0.0174,0.1428,0.1428
103,2010-06-01,가평,1,0.0156,0.0714,0
104,2010-06-01,의왕,1,0.0169,0.0714,0
105,2010-06-01,수원,1,0.0169,0.0714,0
106,2010-06-01,안성,1,0.0192,0.0714,0
107,2010-06-01,구리,1,0.0243,0.0714,0
108,2010-06-01,이천,1,0.0227,0.1428,0.1428
109,2010-06-01,오산,1,0.0227,0.0714,0
110,2010-06-01,성남,1,0.0188,0.0714,0
111,2010-07-01,경기도,29,0.0225,0.4642,0.4191
112,2010-07-01,남양주,5,0.0233,0.2142,0.0784
113,2010-07-01,수원,4,0.0243,0.1428,0.0288
114,2010-07-01,광명,4,0.0236,0.1785,0.1654
115,2010-07-01,가평,4,0.0769,0.0357,0
116,2010-07-01,용인,4,0.0223,0.1428,0.0133
117,2010-07-01,김포,4,0.0271,0.1785,0.1099
118,2010-07-01,의정부,3,0.0326,0.1071,0
119,2010-07-01,파주,3,0.0231,0.1785,0.0675
120,2010-07-01,광주,3,0.0229,0.1785,0.0546
121,2010-07-01,성남,3,0.0237,0.1428,0.0836
122,2010-07-01,안산,3,0.0236,0.1428,0.0504
123,2010-07-01,연천,3,0.0227,0.1071,0.0037
124,2010-07-01,구리,3,0.0235,0.0357,0
125,2010-07-01,안양,2,0.0434,0.1428,0.1375
126,2010-07-01,평택,2,0.0229,0.1071,0.0568
127,2010-07-01,인천,2,0.0224,0.0714,0.0033
128,2010-07-01,세종,2,0.0263,0.0357,0
129,2010-07-01,시흥,2,0.0235,0.0714,0.0063
130,2010-07-01,이천,2,0.0235,0.1428,0.0923
131,2010-07-01,부천,2,0.0227,0.1071,0.0067
132,2010-07-01,동두천,2,0.0235,0.1071,0.0174
133,2010-07-01,오산,2,0.0229,0.0714,0
134,2010-07-01,양주,1,0.0217,0.0714,0.0037
135,2010-07-01,하남,1,0.0238,0.0357,0
136,2010-07-01,신도시,1,0.027,0.0357,0
137,2010-07-01,춘천,1,0.025,0.0357,0
138,2010-07-01,농협,1,0.0181,0.0357,0
139,2010-07-01,과천,1,0.0217,0.0357,0
140,2010-08-01,경기도,52,0.0264,0.5862,0.7722
141,2010-08-01,남양주,14,0.0224,0.2413,0.1175
142,2010-08-01,광명,7,0.0309,0.2413,0.072
143,2010-08-01,광주,6,0.0299,0.1379,0.097
144,2010-08-01,화성,5,0.0231,0.1379,0.0701
145,2010-08-01,파주,5,0.0329,0.0689,0.0148
146,2010-08-01,성남,5,0.0318,0.1379,0.0384
147,2010-08-01,김포,4,0.0201,0.0689,0
148,2010-08-01,시흥,4,0.0232,0.1379,0.0094
149,2010-08-01,과천,4,0.0498,0.1724,0.0182
150,2010-08-01,안산,3,0.0232,0.1379,0.0097
151,2010-08-01,수원,3,0.0234,0.1379,0.0133
152,2010-08-01,오산,3,0.0237,0.1034,0.1354
153,2010-08-01,하남,2,0.0232,0.0689,0.0024
154,2010-08-01,제주특별자치도,2,0.0317,0.0344,0
155,2010-08-01,평택,2,0.0238,0.1034,0.0689
156,2010-08-01,동두천,2,0.021,0.0689,0.0098
157,2010-08-01,용인,2,0.0245,0.1034,0.2105
158,2010-08-01,의정부,2,0.0245,0.1034,0.0053
159,2010-08-01,원주,2,0.0181,0.0344,0
160,2010-08-01,부천,2,0.0235,0.0344,0
161,2010-08-01,구리,2,0.0235,0.0689,0.0036
162,2010-08-01,안양,2,0.0232,0.1034,0.0917
163,2010-08-01,안성,1,0.0227,0.0344,0
164,2010-08-01,수원화성,1,0.0227,0.0344,0
165,2010-08-01,의왕,1,0.0263,0.0344,0
166,2010-08-01,고양,1,0.0158,0.0344,0
167,2010-08-01,의정부시,1,0.0243,0.0689,0
168,2010-08-01,연천,1,0.0333,0.0344,0
169,2010-08-01,군포,1,0.0243,0.0344,0
170,2010-09-01,경기도,29,0.0225,0.5,0.3026
171,2010-09-01,파주,6,0.0269,0.15,0.0078
172,2010-09-01,김포,5,0.0342,0.1,0.0578
173,2010-09-01,안양,5,0.0517,0.05,0
174,2010-09-01,고양,5,0.0194,0.15,0.1052
175,2010-09-01,부동산,5,0.022,0.05,0
176,2010-09-01,연천,3,0.0217,0.1,0
177,2010-09-01,남양주,3,0.0388,0.1,0.021
178,2010-09-01,과천,3,0.0789,0.15,0
179,2010-09-01,강원도,3,0.0364,0.05,0
180,2010-09-01,양평,2,0.0253,0.05,0
181,2010-09-01,광명,2,0.0253,0.05,0
182,2010-09-01,시장,1,0.0196,0.05,0
183,2010-09-01,시흥,1,0.0227,0.05,0
184,2010-09-01,화성,1,0.025,0.05,0
185,2010-09-01,안산,1,0.025,0.1,0.0315
186,2010-09-01,군포,1,0.025,0.05,0
187,2010-09-01,평택,1,0.025,0.1,0.021
188,2010-09-01,성남,1,0.025,0.1,0.0315
189,2010-09-01,광주,1,0.025,0.05,0
190,2010-09-01,수원,1,0.0208,0.05,0
191,2010-10-01,경기도,35,0.0199,0.5263,0.5614
192,2010-10-01,성남,5,0.0198,0.1052,0.2105
193,2010-10-01,파주,5,0.018,0.0526,0
194,2010-10-01,인천,5,0.0591,0.1578,0
195,2010-10-01,남양주,4,0.0256,0.1578,0.1578
196,2010-10-01,부동산,4,0.0256,0.0526,0
197,2010-10-01,시장,3,0.0167,0.0526,0
198,2010-10-01,강원도,3,0.0193,0.0526,0
199,2010-10-01,안성,3,0.0207,0.0526,0
200,2010-10-01,용인,3,0.0172,0.0526,0
201,2010-10-01,고양,2,0.0202,0.0526,0
202,2010-10-01,여주,2,0.0239,0.0526,0
203,2010-10-01,농협,1,0.0232,0.0526,0
204,2010-10-01,의정부,1,0.0256,0.1052,0.152
205,2010-10-01,부천,1,0.0256,0.1052,0.0818
206,2010-10-01,평택,1,0.0256,0.0526,0
207,2010-10-01,광명,1,0.0263,0.0526,0
208,2010-10-01,안양,1,0.0263,0.0526,0
209,2010-10-01,연천,1,0.0142,0.0526,0
210,2010-10-01,시흥,1,0.0232,0.0526,0
211,2010-11-01,경기도,31,0.0238,0.3478,0.3434
212,2010-11-01,남양주,8,0.0239,0.3043,0.1613
213,2010-11-01,파주,7,0.0228,0.2173,0.0731
214,2010-11-01,양주,6,0.0265,0.1304,0.0348
215,2010-11-01,성남,5,0.0239,0.1739,0.0923
216,2010-11-01,안산,4,0.0247,0.1739,0.0681
217,2010-11-01,용인,4,0.025,0.0434,0
218,2010-11-01,인천,4,0.0199,0.0434,0
219,2010-11-01,군포,4,0.0328,0.1304,0.0837
220,2010-11-01,안양,4,0.0247,0.1304,0.0426
221,2010-11-01,시흥,4,0.0243,0.1739,0.1086
222,2010-11-01,의왕,4,0.0247,0.1739,0.0306
223,2010-11-01,평택,3,0.0256,0.0869,0.0138
224,2010-11-01,과천,3,0.0249,0.1304,0.1455
225,2010-11-01,광명,3,0.024,0.0869,0
226,2010-11-01,부천,3,0.024,0.0434,0
227,2010-11-01,화성,2,0.026,0.0869,0.0125
228,2010-11-01,의정부,2,0.026,0.0869,0.0054
229,2010-11-01,오산,2,0.026,0.0869,0.0049
230,2010-11-01,고양,2,0.024,0.0869,0
231,2010-11-01,수원,2,0.0235,0.0434,0
232,2010-11-01,구리,2,0.026,0.0869,0.075
233,2010-11-01,부산,2,0.0606,0.0869,0
234,2010-11-01,의정부시,1,0.027,0.0869,0
235,2010-12-01,경기도,26,0.022,0.6428,0.3956
236,2010-12-01,부동산,12,0.0336,0.0714,0
237,2010-12-01,대구,5,0.0578,0.0714,0
238,2010-12-01,부천,3,0.0181,0.0714,0
239,2010-12-01,과천,2,0.0188,0.0714,0
240,2010-12-01,시장,2,0.0183,0.0714,0
241,2010-12-01,용인,2,0.018,0.0714,0
242,2010-12-01,남양주,2,0.0206,0.0714,0
243,2010-12-01,화성,1,0.0196,0.0714,0
244,2010-12-01,안성,1,0.0151,0.0714,0
245,2010-12-01,김포,1,0.02,0.0714,0
246,2010-12-01,성남,1,0.0181,0.0714,0
247,2010-12-01,안양,1,0.0204,0.0714,0
248,2010-12-01,광주,1,0.0156,0.1428,0.0109
249,2010-12-01,동탄,1,0.0156,0.0714,0
250,2011-01-01,경기도,30,0.0214,0.5652,0.3557
251,2011-01-01,부동산,6,0.0175,0.0434,0
252,2011-01-01,구리,5,0.0516,0.0434,0
253,2011-01-01,시장,4,0.0164,0.0434,0
254,2011-01-01,펜션,3,0.0666,0.0434,0
255,2011-01-01,신도시,3,0.0151,0.0434,0
256,2011-01-01,청주,3,0.0789,0.0869,0.0039
257,2011-01-01,갤러리,3,0.0789,0.0434,0
258,2011-01-01,고양,2,0.0217,0.0434,0
259,2011-01-01,안양,2,0.0333,0.0434,0
260,2011-01-01,양평,2,0.0194,0.0434,0
261,2011-01-01,안산,2,0.0165,0.0434,0
262,2011-01-01,화성,2,0.0223,0.0434,0
263,2011-01-01,대전,2,0.0526,0.0434,0
264,2011-01-01,수원,2,0.0184,0.0434,0
265,2011-01-01,평택,1,0.0243,0.0869,0.0513
266,2011-01-01,농협,1,0.0222,0.0434,0
267,2011-01-01,이천,1,0.0181,0.0434,0
268,2011-01-01,삼성,1,0.0222,0.0434,0
269,2011-01-01,연천,1,0.0169,0.0434,0
270,2011-01-01,파주,1,0.0156,0.0434,0
271,2011-01-01,아산시,1,0.0243,0.0434,0
272,2011-01-01,안성,1,0.0204,0.0434,0
273,2011-01-01,해수욕장,1,0.0222,0.0434,0
274,2011-02-01,경기도,44,0.0222,1,1
275,2011-02-01,가평,4,0.0256,0.1428,0
276,2011-02-01,구리,3,0.0172,0.1428,0
277,2011-02-01,성남,2,0.0164,0.1428,0
278,2011-02-01,안산,1,0.0208,0.1428,0
279,2011-02-01,고양,1,0.0192,0.1428,0
280,2011-02-01,용인,1,0.0208,0.1428,0
281,2011-02-01,안성,1,0.0204,0.1428,0
282,2011-03-01,경기도,34,0.0234,0.7272,0.9307
283,2011-03-01,부산,7,0.0288,0.1818,0.3333
284,2011-03-01,남양주,5,0.0229,0.0454,0
285,2011-03-01,수원화성,4,0.0428,0.0454,0
286,2011-03-01,부동산,4,0.0417,0.0454,0
287,2011-03-01,김포,3,0.031,0.0454,0
288,2011-03-01,광주,3,0.0206,0.0454,0
289,2011-03-01,대구,2,0.0215,0.0909,0.0909
290,2011-03-01,안양,2,0.0204,0.0454,0
291,2011-03-01,대전,2,0.0217,0.0909,0.0909
292,2011-03-01,인천,2,0.0209,0.0454,0
293,2011-03-01,제주특별자치도,2,0.0277,0.0454,0
294,2011-03-01,용인,2,0.0215,0.0454,0
295,2011-03-01,부천,2,0.0213,0.0454,0
296,2011-03-01,양평,1,0.0204,0.0454,0
297,2011-03-01,예식장,1,0.0196,0.0454,0
298,2011-03-01,가평,1,0.0188,0.0454,0
299,2011-03-01,파주,1,0.0204,0.0454,0
300,2011-03-01,평택,1,0.0156,0.0454,0
301,2011-03-01,연천,1,0.0256,0.0454,0
302,2011-03-01,수원,1,0.0222,0.0909,0.3679
303,2011-03-01,의정부,1,0.0243,0.0454,0
304,2011-03-01,안산,1,0.0238,0.0454,0
305,2011-04-01,경기도,40,0.0216,1,1
306,2011-04-01,남양주,4,0.0162,0.0909,0
307,2011-04-01,양평,4,0.0282,0.0909,0
308,2011-04-01,구리,3,0.0218,0.0909,0
309,2011-04-01,신도시,3,0.0258,0.0909,0
310,2011-04-01,시흥,2,0.0252,0.0909,0
311,2011-04-01,파주,2,0.0238,0.0909,0
312,2011-04-01,성남,2,0.0392,0.0909,0
313,2011-04-01,김포,2,0.0408,0.0909,0
314,2011-04-01,광주,1,0.027,0.0909,0
315,2011-04-01,과천,1,0.0277,0.0909,0
316,2011-04-01,고양,1,0.0238,0.0909,0
317,2011-05-01,경기도,26,0.0227,0.5555,0.2777
318,2011-05-01,파주,2,0.0198,0.1111,0
319,2011-05-01,수원,2,0.0207,0.1111,0
320,2011-05-01,음식점,2,0.0238,0.1111,0
321,2011-05-01,부동산,2,0.0392,0.1111,0
322,2011-05-01,성남,1,0.0217,0.1111,0
323,2011-05-01,호텔,1,0.02,0.1111,0
324,2011-05-01,안산,1,0.0217,0.1111,0
325,2011-05-01,인천,1,0.0196,0.1111,0
326,2011-05-01,시장,1,0.0196,0.1111,0
327,2011-06-01,경기도,25,0.0236,1,0.9642
328,2011-06-01,남양주,10,0.0259,0.25,0
329,2011-06-01,고양,4,0.0255,0.25,0
330,2011-06-01,광주,3,0.026,0.125,0
331,2011-06-01,가평,2,0.0266,0.125,0
332,2011-06-01,화성,2,0.021,0.125,0
333,2011-06-01,동두천,2,0.04,0.125,0
334,2011-06-01,성남,1,0.0222,0.125,0
335,2011-06-01,안산,1,0.0232,0.125,0
336,2011-07-01,경기도,36,0.0215,0.7647,0.897
337,2011-07-01,수원,7,0.0525,0.0588,0
338,2011-07-01,안성,4,0.0399,0.0588,0
339,2011-07-01,남양주,3,0.0229,0.1764,0.1617
340,2011-07-01,고양,3,0.0256,0.1176,0.0955
341,2011-07-01,파주,3,0.0241,0.1764,0.1544
342,2011-07-01,광주,3,0.019,0.0588,0
343,2011-07-01,시흥,2,0.0158,0.0588,0
344,2011-07-01,여주,2,0.0181,0.0588,0
345,2011-07-01,안산,2,0.0189,0.1176,0
346,2011-07-01,구리,2,0.0444,0.0588,0
347,2011-07-01,대부도,1,0.014,0.1176,0
348,2011-07-01,안양,1,0.0192,0.0588,0
349,2011-07-01,광명,1,0.0227,0.1176,0.0147
350,2011-07-01,용인,1,0.0227,0.1176,0.0073
351,2011-07-01,화성,1,0.0227,0.1176,0.0147
352,2011-07-01,부천,1,0.02,0.0588,0
353,2011-07-01,오산,1,0.0181,0.0588,0
354,2011-08-01,경기도,40,0.023,0.625,0.3571
355,2011-08-01,광주,8,0.0203,0.125,0
356,2011-08-01,수원,7,0.0519,0.125,0
357,2011-08-01,시장,6,0.0608,0.125,0
358,2011-08-01,여주,6,0.0435,0.125,0
359,2011-08-01,부동산,4,0.0385,0.125,0
360,2011-08-01,전통시장,4,0.0952,0.25,0
361,2011-08-01,양주,1,0.02,0.125,0
362,2011-08-01,파주,1,0.0285,0.125,0
363,2011-09-01,경기도,39,0.023,0.8823,0.875
364,2011-09-01,부동산,5,0.026,0.0588,0
365,2011-09-01,전통시장,4,0.0952,0.1176,0
366,2011-09-01,화성,2,0.0249,0.0588,0
367,2011-09-01,부천,2,0.022,0.0588,0
368,2011-09-01,광주,2,0.0202,0.0588,0
369,2011-09-01,성남,2,0.0225,0.0588,0
370,2011-09-01,파주,2,0.0476,0.0588,0
371,2011-09-01,고양,2,0.0476,0.1176,0.1102
372,2011-09-01,평택,1,0.0217,0.0588,0
373,2011-09-01,용인,1,0.0175,0.0588,0
374,2011-09-01,가평,1,0.0188,0.0588,0
375,2011-09-01,양평,1,0.0204,0.0588,0
376,2011-09-01,시흥,1,0.0158,0.0588,0
377,2011-09-01,의왕,1,0.0294,0.0588,0
378,2011-09-01,안산,1,0.0285,0.0588,0
379,2011-09-01,양주,1,0.0217,0.0588,0
380,2011-09-01,연천,1,0.0208,0.0588,0
381,2011-10-01,경기도,33,0.0229,0.6923,0.4615
382,2011-10-01,성남,4,0.0301,0.0769,0
383,2011-10-01,시장,4,0.0467,0.0769,0
384,2011-10-01,부동산,3,0.0332,0.0769,0
385,2011-10-01,파주,2,0.022,0.0769,0
386,2011-10-01,이천,2,0.023,0.0769,0
387,2011-10-01,용인,2,0.0476,0.2307,0
388,2011-10-01,고양,2,0.0198,0.0769,0
389,2011-10-01,구리,1,0.0222,0.0769,0
390,2011-10-01,수원,1,0.0208,0.0769,0
391,2011-10-01,호수공원,1,0.0196,0.0769,0
392,2011-10-01,양평,1,0.0204,0.0769,0
393,2011-10-01,인천,1,0.0222,0.0769,0
394,2011-10-01,김포,1,0.02,0.0769,0
395,2011-11-01,경기도,31,0.0233,0.7333,0.7142
396,2011-11-01,파주,3,0.0225,0.0666,0
397,2011-11-01,남양주,3,0.0209,0.1333,0.2095
398,2011-11-01,성남,3,0.0323,0.1333,0.1142
399,2011-11-01,광주,2,0.0189,0.0666,0
400,2011-11-01,김포,2,0.024,0.0666,0
401,2011-11-01,인천,2,0.0571,0.0666,0
402,2011-11-01,부천,2,0.0304,0.0666,0
403,2011-11-01,오산,1,0.025,0.0666,0
404,2011-11-01,용인,1,0.0212,0.0666,0
405,2011-11-01,양주,1,0.0217,0.0666,0
406,2011-11-01,양평,1,0.0277,0.0666,0
407,2011-11-01,이천,1,0.0222,0.0666,0
408,2011-11-01,가평,1,0.0178,0.0666,0
409,2011-11-01,과천,1,0.025,0.0666,0
410,2011-11-01,구리,1,0.0192,0.0666,0
411,2011-12-01,경기도,38,0.0238,0.5714,0.8076
412,2011-12-01,용인,6,0.024,0.1428,0.0549
413,2011-12-01,고양,4,0.0333,0.2142,0.1538
414,2011-12-01,파주,3,0.0268,0.2142,0.2527
415,2011-12-01,남양주,3,0.0234,0.0714,0
416,2011-12-01,시장,2,0.0204,0.0714,0
417,2011-12-01,양평,2,0.0229,0.2142,0.3186
418,2011-12-01,안양,2,0.0202,0.0714,0
419,2011-12-01,안산,2,0.0223,0.0714,0
420,2011-12-01,김포,1,0.0322,0.0714,0
421,2011-12-01,동두천,1,0.0322,0.1428,0.1098
422,2011-12-01,평택,1,0.0217,0.0714,0
423,2011-12-01,부동산,1,0.0212,0.0714,0
424,2011-12-01,가평,1,0.0208,0.1428,0.1428
425,2011-12-01,광주,1,0.0208,0.1428,0.0164
426,2012-01-01,경기도,47,0.0268,0.75,0.9342
427,2012-01-01,대전,5,0.0218,0.1,0.0999
428,2012-01-01,파주,4,0.0232,0.1,0.0473
429,2012-01-01,양주,3,0.0214,0.1,0.0026
430,2012-01-01,남양주,3,0.0203,0.05,0
431,2012-01-01,광주,3,0.0215,0.2,0.3578
432,2012-01-01,동두천,3,0.0214,0.1,0.0473
433,2012-01-01,의정부,2,0.0263,0.05,0
434,2012-01-01,가평,2,0.0212,0.05,0
435,2012-01-01,용인,2,0.0217,0.05,0
436,2012-01-01,안산,2,0.0216,0.05,0
437,2012-01-01,여주,2,0.0217,0.1,0
438,2012-01-01,수원,2,0.0238,0.05,0
439,2012-01-01,인천,2,0.0188,0.05,0
440,2012-01-01,강원도,2,0.0341,0.05,0
441,2012-01-01,하남,1,0.0212,0.05,0
442,2012-01-01,안양,1,0.0169,0.05,0
443,2012-01-01,양평,1,0.0217,0.05,0
444,2012-01-01,김포,1,0.0208,0.05,0
445,2012-01-01,대구,1,0.0212,0.1,0
446,2012-01-01,안성,1,0.0158,0.05,0
447,2012-02-01,경기도,21,0.0237,0.5714,0.4395
448,2012-02-01,남양주,7,0.021,0.0714,0
449,2012-02-01,성남,6,0.0322,0.1428,0.0384
450,2012-02-01,부동산,6,0.0653,0.1428,0
451,2012-02-01,고양,3,0.0267,0.0714,0
452,2012-02-01,안양,3,0.081,0.0714,0
453,2012-02-01,시흥,2,0.0454,0.0714,0
454,2012-02-01,광주,2,0.0232,0.0714,0
455,2012-02-01,용인,2,0.0229,0.2142,0.1373
456,2012-02-01,인천,2,0.0198,0.1428,0.0109
457,2012-02-01,의정부,1,0.0169,0.0714,0
458,2012-02-01,평택,1,0.0172,0.0714,0
459,2012-02-01,부천,1,0.0208,0.0714,0
460,2012-02-01,군포,1,0.0208,0.1428,0.0109
461,2012-02-01,동두천,1,0.0208,0.0714,0
462,2012-03-01,경기도,27,0.0227,1.25,1
463,2012-03-01,파주,4,0.0185,0.125,0
464,2012-03-01,고양,2,0.0247,0.125,0
465,2012-03-01,안성,2,0.0185,0.125,0
466,2012-03-01,강원도,2,0.0276,0.125,0
467,2012-03-01,과천,1,0.0196,0.125,0
468,2012-03-01,성남,1,0.0185,0.125,0
469,2012-03-01,용인,1,0.0256,0.125,0
470,2012-03-01,부천,1,0.0263,0.125,0
471,2012-04-01,경기도,28,0.0229,0.8333,0.9393
472,2012-04-01,안산,6,0.0425,0.0833,0
473,2012-04-01,성남,6,0.0589,0.0833,0
474,2012-04-01,파주,5,0.0539,0.1666,0
475,2012-04-01,헤이리예술마을,4,0.0851,0.1666,0
476,2012-04-01,남양주,3,0.0229,0.0833,0
477,2012-04-01,광주,2,0.0222,0.0833,0
478,2012-04-01,의정부,2,0.0232,0.1666,0.1666
479,2012-04-01,양주,2,0.0232,0.1666,0.303
480,2012-04-01,수원,2,0.0215,0.0833,0
481,2012-04-01,고양,1,0.0232,0.0833,0
482,2012-04-01,김포,1,0.0222,0.0833,0
483,2012-04-01,연천,1,0.0303,0.0833,0
484,2012-05-01,경기도,37,0.0236,0.7692,0.891
485,2012-05-01,시장,7,0.0201,0.1538,0.1538
486,2012-05-01,부동산,5,0.0179,0.0769,0
487,2012-05-01,안양,4,0.023,0.1538,0.0576
488,2012-05-01,파주,3,0.0238,0.0769,0
489,2012-05-01,화성,3,0.0329,0.2307,0.3397
490,2012-05-01,양평,2,0.0237,0.0769,0
491,2012-05-01,시흥,2,0.0185,0.0769,0
492,2012-05-01,가평,2,0.0219,0.0769,0
493,2012-05-01,강원도,2,0.0189,0.0769,0
494,2012-05-01,구리,1,0.0217,0.0769,0
495,2012-05-01,오산,1,0.0243,0.0769,0
496,2012-05-01,안성,1,0.02,0.0769,0
497,2012-05-01,남양주,1,0.0181,0.1538,0.0192
498,2012-06-01,경기도,30,0.0211,0.8181,0.6545
499,2012-06-01,수원,7,0.0487,0.0909,0
500,2012-06-01,파주,5,0.0195,0.0909,0
501,2012-06-01,안성,4,0.0416,0.0909,0
502,2012-06-01,여주,3,0.0306,0.0909,0
503,2012-06-01,남양주,3,0.0218,0.0909,0
504,2012-06-01,화성,2,0.0208,0.0909,0
505,2012-06-01,부동산,2,0.019,0.0909,0
506,2012-06-01,은행,2,0.0425,0.0909,0
507,2012-06-01,인천,2,0.0425,0.0909,0
508,2012-06-01,구리,1,0.0181,0.0909,0
509,2012-06-01,성남,1,0.0208,0.0909,0
510,2012-07-01,경기도,42,0.0221,0.5,0.4505
511,2012-07-01,부동산,12,0.0436,0.0714,0
512,2012-07-01,성남,8,0.0319,0.0714,0
513,2012-07-01,안산,7,0.0454,0.0714,0
514,2012-07-01,파주,6,0.0272,0.1428,0.0989
515,2012-07-01,용인,4,0.0214,0.1428,0.1758
516,2012-07-01,수원,3,0.0199,0.1428,0.0219
517,2012-07-01,안산시장,2,0.0202,0.0714,0
518,2012-07-01,과천,2,0.0194,0.0714,0
519,2012-07-01,고양,2,0.0185,0.1428,0.0989
